"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","ILOCOS NORTE","PARANGOPONG","Dengue","3","23"
"1","ILOCOS NORTE","PASIL","Dengue","3","23"
"1","ILOCOS SUR","AMILONGAN","Dengue","3","23"
"1","ILOCOS SUR","MANUEVA","Dengue","5","23"
"1","ILOCOS SUR","BABAYOAN","Dengue","4","23"
"1","ILOCOS SUR","AG-AGUMAN","Dengue","3","23"
"1","ILOCOS SUR","BIMMANGA","Dengue","3","23"
"1","ILOCOS SUR","SAN MIGUEL","Dengue","3","23"
"1","LA UNION","PANGAO-AOAN EAST","Dengue","3","23"
"1","LA UNION","CARCARMAY","Dengue","3","23"
"1","LA UNION","GENERAL PRIM WEST","Dengue","3","23"
"1","LA UNION","SANTIAGO NORTE","Dengue","6","23"
"1","LA UNION","MANGAAN","Dengue","8","23"
"1","LA UNION","RAMOT","Dengue","4","23"
"1","PANGASINAN","TOBOY","Dengue","5","23"
"1","PANGASINAN","TALIBAEW","Dengue","7","23"
"1","PANGASINAN","PANDAN","Dengue","3","23"
"1","PANGASINAN","OLO CACAMPOSAN","Dengue","4","23"
"1","PANGASINAN","PARIAN","Dengue","4","23"
"1","PANGASINAN","SAN JUAN","Dengue","3","23"
"1","PANGASINAN","PATAYAC","Dengue","3","23"
"2","CAGAYAN","CALOG SUR","Dengue","3","23"
"2","CAGAYAN","NARARAGAN","Dengue","4","23"
"2","CAGAYAN","CENTRO SUR (POB.)","Dengue","3","23"
"2","CAGAYAN","DUGO","Dengue","3","23"
"2","CAGAYAN","FUSINA","Dengue","5","23"
"2","CAGAYAN","CASITAN","Dengue","3","23"
"2","CAGAYAN","SIMPATUYO","Dengue","3","23"
"2","ISABELA","ANGANCASILIAN","Dengue","3","23"
"2","ISABELA","UPI","Dengue","3","23"
"2","ISABELA","CENTRO - SAN ANTONIO","Dengue","4","23"
"2","ISABELA","BAGONG SIKAT","Dengue","4","23"
"2","NUEVA VIZCAYA","DISTRICT IV (POB.)","Dengue","3","23"
"2","NUEVA VIZCAYA","POBLACION (TUROD)","Dengue","3","23"
"3","ANGELES CITY","BALIBAGO","Dengue","4","23"
"3","ANGELES CITY","CUAYAN","Dengue","8","23"
"3","ANGELES CITY","SAPANGBATO","Dengue","3","23"
"3","AURORA","BARANGAY 8 (POB.)","Dengue","3","23"
"3","BATAAN","GENERAL LIM (KAPUT)","Dengue","3","23"
"3","BULACAN","ENCANTO","Dengue","10","23"
"3","BULACAN","MARUNGKO","Dengue","19","23"
"3","BULACAN","NIUGAN","Dengue","3","23"
"3","BULACAN","PULONG YANTOK","Dengue","5","23"
"3","BULACAN","SULUCAN","Dengue","6","23"
"3","BULACAN","SANTOL","Dengue","3","23"
"3","BULACAN","POBLACION","Dengue","4","23"
"3","BULACAN","BAMBANG","Dengue","3","23"
"3","BULACAN","BATIA","Dengue","5","23"
"3","BULACAN","TURO","Dengue","10","23"
"3","BULACAN","BUISAN","Dengue","3","23"
"3","BULACAN","BAHAY PARE","Dengue","4","23"
"3","BULACAN","GAYA-GAYA","Dengue","7","23"
"3","BULACAN","GRACEVILLE","Dengue","6","23"
"3","BULACAN","KAYPIAN","Dengue","4","23"
"3","BULACAN","MINUYAN PROPER","Dengue","14","23"
"3","BULACAN","MINUYAN V","Dengue","3","23"
"3","BULACAN","MUZON","Dengue","3","23"
"3","BULACAN","POBLACION","Dengue","4","23"
"3","BULACAN","POBLACION I","Dengue","3","23"
"3","BULACAN","SAN MANUEL","Dengue","3","23"
"3","BULACAN","SANTO CRISTO","Dengue","5","23"
"3","BULACAN","SAPANG PALAY","Dengue","3","23"
"3","BULACAN","TUNGKONG MANGGA","Dengue","7","23"
"3","BULACAN","SAN SEBASTIAN","Dengue","5","23"
"3","BULACAN","LAMBAKIN","Dengue","3","23"
"3","BULACAN","LOMA DE GATO","Dengue","7","23"
"3","BULACAN","PRENZA II","Dengue","4","23"
"3","BULACAN","SANTA ROSA II","Dengue","3","23"
"3","BULACAN","BIGTE","Dengue","8","23"
"3","BULACAN","BITUNGOL","Dengue","3","23"
"3","BULACAN","TIGBE","Dengue","6","23"
"3","BULACAN","BAGONG BARRIO","Dengue","3","23"
"3","BULACAN","MAPULANG LUPA","Dengue","3","23"
"3","BULACAN","POBLACION","Dengue","4","23"
"3","BULACAN","LAGUNDI","Dengue","4","23"
"3","BULACAN","LUMANG BAYAN","Dengue","7","23"
"3","BULACAN","TABANG","Dengue","3","23"
"3","BULACAN","POBLACION","Dengue","4","23"
"3","BULACAN","PALAPALA","Dengue","8","23"
"3","BULACAN","SAPANG PUTIK","Dengue","5","23"
"3","BULACAN","BATASAN MATANDA","Dengue","3","23"
"3","BULACAN","CALUMPANG","Dengue","5","23"
"3","BULACAN","CAMBIO","Dengue","5","23"
"3","BULACAN","CAMIAS","Dengue","3","23"
"3","BULACAN","PARTIDA","Dengue","3","23"
"3","BULACAN","SALANGAN","Dengue","3","23"
"3","BULACAN","SIBUL","Dengue","4","23"
"3","BULACAN","BANCA-BANCA","Dengue","5","23"
"3","BULACAN","CAINGIN","Dengue","4","23"
"3","BULACAN","CORAL NA BATO","Dengue","7","23"
"3","BULACAN","DILIMAN I","Dengue","4","23"
"3","BULACAN","PANTUBIG","Dengue","3","23"
"3","BULACAN","PINACPINACAN","Dengue","3","23"
"3","BULACAN","SAMPALOC","Dengue","3","23"
"3","BULACAN","TUKOD","Dengue","8","23"
"3","BULACAN","BAGBAGUIN","Dengue","5","23"
"3","BULACAN","BULAC","Dengue","5","23"
"3","BULACAN","CATMON","Dengue","10","23"
"3","BULACAN","CAY POMBO","Dengue","11","23"
"3","BULACAN","GUYONG","Dengue","3","23"
"3","BULACAN","MAG-ASAWANG SAPA","Dengue","6","23"
"3","BULACAN","PULONG BUHANGIN","Dengue","14","23"
"3","BULACAN","SAN JOSE PATAG","Dengue","6","23"
"3","BULACAN","SAN VICENTE","Dengue","5","23"
"3","BULACAN","SANTA CLARA","Dengue","3","23"
"3","BULACAN","SANTA CRUZ","Dengue","5","23"
"3","NUEVA ECIJA","PATALAC","Dengue","6","23"
"3","NUEVA ECIJA","NAZARETH","Dengue","6","23"
"3","NUEVA ECIJA","PIAS","Dengue","3","23"
"3","PAMPANGA","SAN AGUSTIN NORTE","Dengue","3","23"
"3","PAMPANGA","TINAJERO","Dengue","4","23"
"3","PAMPANGA","BAHAY PARE","Dengue","3","23"
"3","PAMPANGA","DEL ROSARIO","Dengue","4","23"
"3","PAMPANGA","SAN AGUSTIN","Dengue","5","23"
"3","PAMPANGA","CALANTAS","Dengue","3","23"
"3","PAMPANGA","LAMBAC","Dengue","3","23"
"3","PAMPANGA","SANTA URSULA","Dengue","3","23"
"3","PAMPANGA","AYALA","Dengue","4","23"
"3","PAMPANGA","SAN VICENTE","Dengue","3","23"
"3","PAMPANGA","SANTA CRUZ (POB.)","Dengue","10","23"
"3","PAMPANGA","SAN ISIDRO MATUA (POB.)","Dengue","3","23"
"3","PAMPANGA","JALUNG","Dengue","4","23"
"3","PAMPANGA","PULONG SANTOL","Dengue","4","23"
"3","PAMPANGA","SAN JOSE","Dengue","4","23"
"3","PAMPANGA","BECURAN","Dengue","3","23"
"3","TARLAC","ANUPUL","Dengue","9","23"
"3","TARLAC","CRISTO REY","Dengue","4","23"
"3","TARLAC","O'DONNELL","Dengue","8","23"
"3","TARLAC","SANTA LUCIA","Dengue","6","23"
"3","TARLAC","SAN RAFAEL","Dengue","3","23"
"3","TARLAC","CULATINGAN","Dengue","4","23"
"3","TARLAC","DUTUNG-A-MATAS","Dengue","3","23"
"3","TARLAC","PANDO","Dengue","3","23"
"3","TARLAC","SAN AGUSTIN (MURCIA)","Dengue","3","23"
"3","TARLAC","SAN ISIDRO (ALMENDRAS)","Dengue","3","23"
"3","TARLAC","SAN JOSE","Dengue","4","23"
"3","TARLAC","MAYANG","Dengue","3","23"
"3","TARLAC","BALAYANG","Dengue","5","23"
"5","CAMARINES SUR","LOWER OMON","Dengue","3","23"
"6","AKLAN","AQUINO","Dengue","3","23"
"6","AKLAN","CATICLAN","Dengue","4","23"
"6","AKLAN","MANOC-MANOC","Dengue","3","23"
"6","ANTIQUE","BAYO GRANDE","Dengue","4","23"
"6","ANTIQUE","IGPALGE","Dengue","3","23"
"6","ANTIQUE","SAN FRANCISCO","Dengue","8","23"
"6","ANTIQUE","TALISAYAN","Dengue","4","23"
"6","ANTIQUE","LISUB","Dengue","6","23"
"6","ANTIQUE","IGBALANGAO","Dengue","6","23"
"6","ANTIQUE","LACAYON","Dengue","3","23"
"6","ANTIQUE","SABANG WEST","Dengue","4","23"
"6","ANTIQUE","ZARAGOZA","Dengue","7","23"
"6","ANTIQUE","IMBA","Dengue","4","23"
"6","ANTIQUE","SEMIRARA","Dengue","5","23"
"6","ANTIQUE","APDO","Dengue","3","23"
"6","ANTIQUE","ASLUMAN","Dengue","4","23"
"6","ANTIQUE","BANAWON","Dengue","3","23"
"6","ANTIQUE","BUHANG","Dengue","18","23"
"6","ANTIQUE","INABASAN","Dengue","8","23"
