"Region","PHI","Barangay","Disease","No. of Cases","MW"
"BARMM","MAGUINDANAO DEL SUR","MALATIMON","Influenza-like Illness (ILI)","25","15"
"BARMM","TAWI-TAWI","LAMION","Influenza-like Illness (ILI)","11","15"
"BARMM","MAGUINDANAO DEL NORTE","KALANGANAN","Influenza-like Illness (ILI)","11","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION","Influenza-like Illness (ILI)","10","15"
"BARMM","MAGUINDANAO DEL NORTE","BAGUA","Influenza-like Illness (ILI)","9","15"
"BARMM","MAGUINDANAO DEL NORTE","AWANG","Influenza-like Illness (ILI)","9","15"
"BARMM","MAGUINDANAO DEL SUR","KAKAL","Influenza-like Illness (ILI)","8","15"
"BARMM","MAGUINDANAO DEL NORTE","DALICAN POBLACION","Influenza-like Illness (ILI)","8","15"
"BARMM","MAGUINDANAO DEL SUR","KAPINPILAN","Influenza-like Illness (ILI)","7","15"
"BARMM","TAWI-TAWI","TUBIG TANAH","Influenza-like Illness (ILI)","7","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION VII","Influenza-like Illness (ILI)","7","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS","Influenza-like Illness (ILI)","6","15"
"BARMM","MAGUINDANAO DEL NORTE","TAMONTAKA","Influenza-like Illness (ILI)","6","15"
"BARMM","TAWI-TAWI","SIMANDAGIT","Influenza-like Illness (ILI)","5","15"
"BARMM","TAWI-TAWI","TUBIG-MAMPALLAM","Influenza-like Illness (ILI)","5","15"
"BARMM","TAWI-TAWI","PAG-ASA","Influenza-like Illness (ILI)","5","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION VI","Influenza-like Illness (ILI)","5","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS XII","Influenza-like Illness (ILI)","5","15"
"BARMM","BASILAN","SANTA CLARA","Influenza-like Illness (ILI)","5","15"
"BARMM","MAGUINDANAO DEL NORTE","MAKIR","Influenza-like Illness (ILI)","5","15"
"BARMM","MAGUINDANAO DEL NORTE","MAKING","Influenza-like Illness (ILI)","5","15"
"BARMM","MAGUINDANAO DEL SUR","KAURAN","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","LIPAWAN","Influenza-like Illness (ILI)","4","15"
"BARMM","TAWI-TAWI","NALIL","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS VII","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS I","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION V","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION IX","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","BAGUA II","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL SUR","TALAYAN","Influenza-like Illness (ILI)","4","15"
"BARMM","MAGUINDANAO DEL SUR","TOMICOR","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL SUR","DICALONGAN","Influenza-like Illness (ILI)","3","15"
"BARMM","TAWI-TAWI","TUBIG BASAG","Influenza-like Illness (ILI)","3","15"
"BARMM","TAWI-TAWI","TUBIG-BOH","Influenza-like Illness (ILI)","3","15"
"BARMM","TAWI-TAWI","SANGA-SANGA","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL SUR","POBLACION","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","POBLACION I","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS III","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","KALANGANAN II","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","ROSARY HEIGHTS II","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","BAGUA I","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL SUR","AMBADAO","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL SUR","POBLACION","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL NORTE","NITUAN","Influenza-like Illness (ILI)","3","15"
"BARMM","TAWI-TAWI","SIPANGKOT","Influenza-like Illness (ILI)","3","15"
"BARMM","MAGUINDANAO DEL SUR","BULOD","Influenza-like Illness (ILI)","3","15"
