"Region","PHI","Barangay","Disease","No. of Cases","MW"
"7","Bohol","Alegria","Acute Bloody Diarrhea (ABD)","3","17"
"7","Cebu City","Inayawan","Acute Bloody Diarrhea (ABD)","3","17"
"7","Cebu City","Mambaling","Acute Bloody Diarrhea (ABD)","3","17"
"8","Southern Leyte","District Ii (Pob.)","Acute Bloody Diarrhea (ABD)","4","17"
"9","City Of Isabela","Aguada","Acute Bloody Diarrhea (ABD)","4","17"
"9","City Of Isabela","Begang","Acute Bloody Diarrhea (ABD)","3","17"
"9","City Of Isabela","Cabunbata","Acute Bloody Diarrhea (ABD)","3","17"
"9","City Of Isabela","Carbon","Acute Bloody Diarrhea (ABD)","3","17"
"9","City Of Isabela","Diki","Acute Bloody Diarrhea (ABD)","5","17"
"9","City Of Isabela","Kaumpurnah Zone Ii","Acute Bloody Diarrhea (ABD)","3","17"
"9","City Of Isabela","Menzi","Acute Bloody Diarrhea (ABD)","3","17"
"9","City Of Isabela","Panigayan","Acute Bloody Diarrhea (ABD)","4","17"
"9","City Of Isabela","San Rafael","Acute Bloody Diarrhea (ABD)","4","17"
"9","City Of Isabela","Sumagdang","Acute Bloody Diarrhea (ABD)","4","17"
"9","City Of Isabela","Tampalan","Acute Bloody Diarrhea (ABD)","9","17"
"9","Zamboanga Del Norte","Galas","Acute Bloody Diarrhea (ABD)","3","17"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","5","17"
"9","Zamboanga Del Sur","Lumbia","Acute Bloody Diarrhea (ABD)","4","17"
"9","Zamboanga Del Sur","Abong-Abong","Acute Bloody Diarrhea (ABD)","4","17"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","7","17"
"9","Zamboanga Sibugay","Poblacion","Acute Bloody Diarrhea (ABD)","3","17"
"9","Zamboanga Sibugay","Tandiong Muslim","Acute Bloody Diarrhea (ABD)","3","17"
"9","Zamboanga Sibugay","Timbang-Timbang","Acute Bloody Diarrhea (ABD)","3","17"
"10","Bukidnon","Simaya","Acute Bloody Diarrhea (ABD)","5","17"
"10","Bukidnon","Dologon","Acute Bloody Diarrhea (ABD)","4","17"
"11","Davao De Oro","Kingking (Pob.)","Acute Bloody Diarrhea (ABD)","3","17"
"11","Davao Occidental","Poblacion","Acute Bloody Diarrhea (ABD)","3","17"
"4A","Rizal","Mambugan","Acute Bloody Diarrhea (ABD)","3","17"
"BARMM","Basilan","Port Holland Zone I Pob. (Upper)","Acute Bloody Diarrhea (ABD)","4","17"
"NCR","City Of Valenzuela","Gen. T. De Leon","Acute Bloody Diarrhea (ABD)","3","17"
