"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","PANGASINAN","BARANGAY A (POB.)","Measles-Rubella","2","17"
"3","ANGELES CITY","BALIBAGO","Measles-Rubella","2","17"
"3","BULACAN","SULUCAN","Measles-Rubella","2","17"
"3","BULACAN","BAYUGO","Measles-Rubella","2","17"
"3","BULACAN","MALHACAN","Measles-Rubella","2","17"
"3","BULACAN","CACARONG BATA","Measles-Rubella","2","17"
"9","ZAMBOANGA DEL SUR","DUMAGOC","Measles-Rubella","2","17"
"10","LANAO DEL NORTE","POBLACION","Measles-Rubella","2","17"
"10","LANAO DEL NORTE","OLD POBLACION","Measles-Rubella","3","17"
"10","LANAO DEL NORTE","SANDIGAMUNAI","Measles-Rubella","3","17"
"10","LANAO DEL NORTE","TAMBO","Measles-Rubella","2","17"
"10","MISAMIS ORIENTAL","POBLACION","Measles-Rubella","2","17"
"11","DAVAO ORIENTAL","POBLACION","Measles-Rubella","2","17"
"12","GENERAL SANTOS CITY (DADIANGAS)","SAN ISIDRO (LAGAO 2ND)","Measles-Rubella","2","17"
"12","SARANGANI","ALEGRIA","Measles-Rubella","2","17"
"12","SULTAN KUDARAT","ALA","Measles-Rubella","2","17"
"4A","CAVITE","MANGGAHAN","Measles-Rubella","2","17"
"4A","CAVITE","CABUCO","Measles-Rubella","3","17"
"4A","CAVITE","PEREZ (LUCBANAN)","Measles-Rubella","2","17"
"4A","RIZAL","PINUGAY","Measles-Rubella","2","17"
"4A","RIZAL","SAN ISIDRO (POB.)","Measles-Rubella","2","17"
"4A","RIZAL","SAN JOSE (POB.)","Measles-Rubella","4","17"
"4B","OCCIDENTAL MINDORO","BUENAVISTA","Measles-Rubella","2","17"
"4B","OCCIDENTAL MINDORO","BURGOS","Measles-Rubella","4","17"
"4B","OCCIDENTAL MINDORO","LIGAYA","Measles-Rubella","4","17"
