"Region","PHI","Barangay","Disease","No. of Cases","MW"
"2","Isabela","Centro - San Antonio","Typhoid Fever","6","18"
"3","Tarlac","San Francisco","Typhoid Fever","5","18"
"9","City Of Isabela","Tampalan","Typhoid Fever","3","18"
"9","Zamboanga Del Sur","Poblacion","Typhoid Fever","3","18"
"9","Zamboanga Del Sur","Banale","Typhoid Fever","3","18"
"10","Bukidnon","Barobo","Typhoid Fever","3","18"
"10","Bukidnon","Batangan","Typhoid Fever","3","18"
"10","Bukidnon","Mailag","Typhoid Fever","3","18"
"10","Bukidnon","Poblacion","Typhoid Fever","6","18"
"10","Bukidnon","Sinayawan","Typhoid Fever","3","18"
"10","Bukidnon","Camp I","Typhoid Fever","3","18"
"10","Bukidnon","Dagumba-An","Typhoid Fever","4","18"
"10","Bukidnon","South Poblacion","Typhoid Fever","3","18"
"10","Bukidnon","Lantay","Typhoid Fever","3","18"
"10","Bukidnon","Poblacion","Typhoid Fever","6","18"
"10","Cagayan De Oro City","Carmen","Typhoid Fever","4","18"
"10","Lanao Del Norte","Poblacion","Typhoid Fever","3","18"
"10","Lanao Del Norte","Poblacion","Typhoid Fever","3","18"
"11","Davao Del Norte","Tanglaw","Typhoid Fever","5","18"
"12","Sarangani","Pananag","Typhoid Fever","12","18"
"12","Sultan Kudarat","Katico","Typhoid Fever","3","18"
"12","Sultan Kudarat","Romualdez","Typhoid Fever","4","18"
"4B","Palawan","Pangobilian","Typhoid Fever","3","18"
"BARMM","Maguindanao","Crossing Simuay","Typhoid Fever","3","18"
"BARMM","Tawi-Tawi","Liyubud","Typhoid Fever","3","18"
"CAR","Benguet","Loo","Typhoid Fever","4","18"
"CAR","Ifugao","Ba-Ang","Typhoid Fever","3","18"
"CAR","Ifugao","Hapao","Typhoid Fever","7","18"
"CAR","Ifugao","Poblacion","Typhoid Fever","4","18"
"CAR","Ifugao","Ahin","Typhoid Fever","3","18"
"CAR","Ifugao","Impugong","Typhoid Fever","5","18"
"CAR","Ifugao","Tinoc","Typhoid Fever","3","18"
"CARAGA","Surigao Del Sur","Tabon","Typhoid Fever","3","18"
"NIR","Negros Occidental","Bantayan","Typhoid Fever","18","18"
"NIR","Negros Occidental","Locotan","Typhoid Fever","4","18"
"NIR","Negros Occidental","Tagoc","Typhoid Fever","3","18"
"NIR","Negros Occidental","Tampalon","Typhoid Fever","4","18"
"NIR","Negros Occidental","Tapi","Typhoid Fever","6","18"
"NIR","Negros Oriental","Mandu-Ao","Typhoid Fever","3","18"
