"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","Pangasinan","San Andres","Rotavirus","3","20"
"2","Nueva Vizcaya","Bonfal West","Rotavirus","4","20"
"2","Nueva Vizcaya","Magsaysay","Rotavirus","3","20"
"2","Nueva Vizcaya","Vista Alegre","Rotavirus","3","20"
"2","Nueva Vizcaya","Sawmill","Rotavirus","3","20"
"3","Aurora","Caragsacan","Rotavirus","7","20"
"3","Aurora","Paltic","Rotavirus","4","20"
"6","Bacolod City","Banago","Rotavirus","6","20"
"6","Bacolod City","Barangay 16","Rotavirus","5","20"
"6","Bacolod City","Barangay 35","Rotavirus","3","20"
"6","Bacolod City","Handumanan","Rotavirus","4","20"
"6","Bacolod City","Mandalagan","Rotavirus","3","20"
"6","Bacolod City","Pahanocoy","Rotavirus","3","20"
"6","Bacolod City","Sum-Ag","Rotavirus","3","20"
"6","Bacolod City","Taculing","Rotavirus","3","20"
"6","Bacolod City","Vista Alegre","Rotavirus","3","20"
"7","Cebu City","Basak San Nicolas","Rotavirus","6","20"
"7","Cebu City","Inayawan","Rotavirus","4","20"
"7","Cebu City","Mambaling","Rotavirus","6","20"
"8","Biliran","San Pablo","Rotavirus","4","20"
"8","Leyte","Inalad","Rotavirus","4","20"
"8","Northern Samar","Narra","Rotavirus","4","20"
"8","Northern Samar","Sabong-Tabok","Rotavirus","3","20"
"8","Northern Samar","Palanit","Rotavirus","4","20"
"8","Samar (Western Samar)","Carayman","Rotavirus","9","20"
"8","Samar (Western Samar)","Migara","Rotavirus","3","20"
"8","Samar (Western Samar)","Obrero","Rotavirus","3","20"
"8","Samar (Western Samar)","San Joaquin","Rotavirus","4","20"
"8","Samar (Western Samar)","San Policarpo","Rotavirus","3","20"
"8","Samar (Western Samar)","So-Ong","Rotavirus","3","20"
"8","Samar (Western Samar)","Monbon","Rotavirus","3","20"
"8","Southern Leyte","Lo-Ok","Rotavirus","3","20"
"8","Southern Leyte","San Roque","Rotavirus","3","20"
"8","Southern Leyte","Benit","Rotavirus","3","20"
"8","Tacloban City","Barangay 109-A","Rotavirus","3","20"
"8","Tacloban City","Barangay 93","Rotavirus","3","20"
"8","Tacloban City","Barangay 97","Rotavirus","3","20"
"9","Zamboanga City","Mampang","Rotavirus","3","20"
"4A","Laguna","Langgam","Rotavirus","3","20"
"4A","Laguna","San Antonio","Rotavirus","3","20"
"4A","Laguna","Pook","Rotavirus","3","20"
"4A","Lucena City","Cotta","Rotavirus","5","20"
"4A","Lucena City","Dalahican","Rotavirus","6","20"
"4A","Lucena City","Ibabang Dupay","Rotavirus","11","20"
"4A","Lucena City","Mayao Kanluran","Rotavirus","3","20"
"4A","Quezon","Dapdap","Rotavirus","3","20"
"4A","Quezon","Opias","Rotavirus","4","20"
"4A","Quezon","Wakas","Rotavirus","3","20"
"4A","Quezon","Bagong Bayan","Rotavirus","4","20"
"4A","Quezon","Balaybalay","Rotavirus","3","20"
"4A","Quezon","Cagbalete I","Rotavirus","3","20"
"4A","Quezon","Lual Rural","Rotavirus","3","20"
"4A","Quezon","Sadsaran","Rotavirus","3","20"
"4A","Quezon","Soledad","Rotavirus","4","20"
"4A","Quezon","Mapagong","Rotavirus","3","20"
"4B","Puerto Princesa City","Bancao-Bancao","Rotavirus","4","20"
"BARMM","Cotabato City","Kalanganan","Rotavirus","4","20"
"BARMM","Cotabato City","Poblacion Vii","Rotavirus","4","20"
"BARMM","Maguindanao","Dalican Poblacion","Rotavirus","8","20"
"BARMM","Maguindanao","Makir","Rotavirus","8","20"
"BARMM","Maguindanao","Kuden","Rotavirus","3","20"
"CAR","Baguio City","Camp 7","Rotavirus","3","20"
"NCR","City Of Manila","Barangay 900","Rotavirus","3","20"
