"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","ILOCOS NORTE","PARANGOPONG","Dengue","5","18"
"1","ILOCOS NORTE","AGLIPAY","Dengue","3","18"
"1","ILOCOS SUR","MANUEVA","Dengue","3","18"
"1","LA UNION","CADAPLI","Dengue","6","18"
"1","LA UNION","PALINTUCANG","Dengue","3","18"
"1","LA UNION","MASICONG","Dengue","3","18"
"1","LA UNION","NAMALTUGAN","Dengue","3","18"
"1","LA UNION","OLD CENTRAL","Dengue","5","18"
"1","PANGASINAN","CALEPAAN","Dengue","4","18"
"1","PANGASINAN","PALARIS","Dengue","7","18"
"1","PANGASINAN","TOBOY","Dengue","6","18"
"1","PANGASINAN","MONA","Dengue","4","18"
"1","PANGASINAN","PANGAPISAN","Dengue","3","18"
"1","PANGASINAN","BALINGCANAWAY","Dengue","3","18"
"1","PANGASINAN","CAPATAAN","Dengue","3","18"
"1","PANGASINAN","SAN JUAN","Dengue","7","18"
"1","PANGASINAN","LEET","Dengue","3","18"
"1","PANGASINAN","MALIBONG","Dengue","4","18"
"2","BATANES","SAN JOAQUIN","Dengue","3","18"
"2","CAGAYAN","MAURA","Dengue","3","18"
"2","CAGAYAN","TALLANG","Dengue","3","18"
"2","CAGAYAN","TAYTAY","Dengue","10","18"
"2","CAGAYAN","CABASAN","Dengue","3","18"
"2","CAGAYAN","BUYUN","Dengue","5","18"
"2","CAGAYAN","IRAGA","Dengue","3","18"
"2","ISABELA","ANGANCASILIAN","Dengue","7","18"
"2","ISABELA","SAN MATEO","Dengue","4","18"
"2","ISABELA","BUGALLON PROPER (POB.)","Dengue","4","18"
"2","ISABELA","DISTRICT 1 (POB.)","Dengue","3","18"
"2","ISABELA","MALALINTA","Dengue","3","18"
"2","ISABELA","BAGONG SIKAT","Dengue","6","18"
"2","ISABELA","BARANGAY IV (POB.)","Dengue","5","18"
"2","NUEVA VIZCAYA","BARETBET","Dengue","4","18"
"2","NUEVA VIZCAYA","ROXAS","Dengue","3","18"
"3","ANGELES CITY","ANUNAS","Dengue","3","18"
"3","ANGELES CITY","CUTCUT","Dengue","6","18"
"3","ANGELES CITY","SAPANGBATO","Dengue","3","18"
"3","AURORA","PINGIT","Dengue","4","18"
"3","AURORA","BARANGAY 6 (POB.)","Dengue","3","18"
"3","AURORA","DINADIAWAN","Dengue","4","18"
"3","BATAAN","BANAWANG","Dengue","4","18"
"3","BATAAN","CUPANG PROPER","Dengue","3","18"
"3","BATAAN","PANTALAN LUMA (POB.)","Dengue","3","18"
"3","BATAAN","GENERAL LIM (KAPUT)","Dengue","5","18"
"3","BATAAN","PANILAO","Dengue","3","18"
"3","BULACAN","PULONG YANTOK","Dengue","5","18"
"3","BULACAN","BOROL 1ST","Dengue","4","18"
"3","BULACAN","PULONG GUBAT","Dengue","4","18"
"3","BULACAN","SANTOL","Dengue","4","18"
"3","BULACAN","WAWA (POB.)","Dengue","3","18"
"3","BULACAN","BAGONG NAYON","Dengue","3","18"
"3","BULACAN","CALANTIPAY","Dengue","5","18"
"3","BULACAN","POBLACION","Dengue","3","18"
"3","BULACAN","SABANG","Dengue","4","18"
"3","BULACAN","SANTA BARBARA","Dengue","4","18"
"3","BULACAN","TARCAN","Dengue","4","18"
"3","BULACAN","BAMBANG","Dengue","7","18"
"3","BULACAN","BATIA","Dengue","8","18"
"3","BULACAN","DUHAT","Dengue","5","18"
"3","BULACAN","TURO","Dengue","7","18"
"3","BULACAN","BAMBANG","Dengue","4","18"
"3","BULACAN","SAN FRANCISCO","Dengue","4","18"
"3","BULACAN","CATACTE","Dengue","3","18"
"3","BULACAN","LONGOS","Dengue","4","18"
"3","BULACAN","MOJON","Dengue","4","18"
"3","BULACAN","PANASAHAN","Dengue","4","18"
"3","BULACAN","PINAGBAKAHAN","Dengue","5","18"
"3","BULACAN","TUGATOG","Dengue","4","18"
"3","BULACAN","GAYA-GAYA","Dengue","14","18"
"3","BULACAN","GRACEVILLE","Dengue","4","18"
"3","BULACAN","GUMAOC WEST","Dengue","4","18"
"3","BULACAN","MINUYAN PROPER","Dengue","7","18"
"3","BULACAN","MUZON","Dengue","16","18"
"3","BULACAN","SANTO CRISTO","Dengue","5","18"
"3","BULACAN","SAPANG PALAY","Dengue","5","18"
"3","BULACAN","TUNGKONG MANGGA","Dengue","3","18"
"3","BULACAN","CAMACHILE","Dengue","3","18"
"3","BULACAN","KALAWAKAN","Dengue","3","18"
"3","BULACAN","MALIS","Dengue","3","18"
"3","BULACAN","SANTA CRUZ","Dengue","4","18"
"3","BULACAN","SAN SEBASTIAN","Dengue","4","18"
"3","BULACAN","SANTA MONICA","Dengue","3","18"
"3","BULACAN","ABANGAN SUR","Dengue","3","18"
"3","BULACAN","LIAS","Dengue","10","18"
"3","BULACAN","LOMA DE GATO","Dengue","11","18"
"3","BULACAN","PRENZA II","Dengue","5","18"
"3","BULACAN","SANTA ROSA I","Dengue","4","18"
"3","BULACAN","BIGTE","Dengue","7","18"
"3","BULACAN","BITUNGOL","Dengue","4","18"
"3","BULACAN","POBLACION","Dengue","3","18"
"3","BULACAN","TIGBE","Dengue","3","18"
"3","BULACAN","BAGONG BARRIO","Dengue","3","18"
"3","BULACAN","BUNSURAN I","Dengue","5","18"
"3","BULACAN","MAPULANG LUPA","Dengue","6","18"
"3","BULACAN","SAN JOSE","Dengue","5","18"
"3","BULACAN","SAN ROQUE","Dengue","3","18"
"3","BULACAN","SANTO ROSARIO","Dengue","4","18"
"3","BULACAN","SANTO NIÑO","Dengue","3","18"
"3","BULACAN","TABANG","Dengue","5","18"
"3","BULACAN","BALATONG B","Dengue","6","18"
"3","BULACAN","TIBAG","Dengue","7","18"
"3","BULACAN","BASUIT","Dengue","5","18"
"3","BULACAN","PALAPALA","Dengue","7","18"
"3","BULACAN","BANTOG","Dengue","4","18"
"3","BULACAN","BIAK-NA-BATO","Dengue","4","18"
"3","BULACAN","CALUMPANG","Dengue","8","18"
"3","BULACAN","PARTIDA","Dengue","5","18"
"3","BULACAN","PINAMBARAN","Dengue","3","18"
"3","BULACAN","SANTA LUCIA","Dengue","5","18"
"3","BULACAN","SIBUL","Dengue","9","18"
"3","BULACAN","CAINGIN","Dengue","4","18"
"3","BULACAN","CAPIHAN","Dengue","4","18"
"3","BULACAN","TAMBUBONG","Dengue","4","18"
"3","BULACAN","CAMANGYANAN","Dengue","3","18"
"3","BULACAN","CATMON","Dengue","6","18"
"3","BULACAN","CAY POMBO","Dengue","10","18"
"3","BULACAN","GUYONG","Dengue","5","18"
"3","BULACAN","MAG-ASAWANG SAPA","Dengue","4","18"
"3","BULACAN","POBLACION","Dengue","7","18"
"3","BULACAN","PULONG BUHANGIN","Dengue","3","18"
"3","BULACAN","SAN JOSE PATAG","Dengue","3","18"
"3","BULACAN","SAN VICENTE","Dengue","11","18"
"3","BULACAN","SANTA CLARA","Dengue","5","18"
"3","BULACAN","SANTA CRUZ","Dengue","4","18"
"3","BULACAN","TABING BAKOD","Dengue","4","18"
"3","BULACAN","TUMANA","Dengue","3","18"
"3","NUEVA ECIJA","OBRERO","Dengue","3","18"
"3","NUEVA ECIJA","SAN ROQUE","Dengue","3","18"
"3","NUEVA ECIJA","SANTA RITA","Dengue","3","18"
"3","NUEVA ECIJA","MALIMBA","Dengue","4","18"
"3","NUEVA ECIJA","NAZARETH","Dengue","4","18"
"3","NUEVA ECIJA","PIAS","Dengue","3","18"
"3","NUEVA ECIJA","SAN PEDRO (POB.)","Dengue","3","18"
"3","NUEVA ECIJA","CANANTONG","Dengue","5","18"
"3","OLONGAPO CITY","GORDON HEIGHTS","Dengue","3","18"
"3","OLONGAPO CITY","SANTA RITA","Dengue","3","18"
"3","PAMPANGA","PALIGUI","Dengue","3","18"
"3","PAMPANGA","SAN VICENTE","Dengue","3","18"
"3","PAMPANGA","SAN MATEO","Dengue","3","18"
"3","PAMPANGA","SAN NICOLAS","Dengue","3","18"
"3","PAMPANGA","TINAJERO","Dengue","5","18"
"3","PAMPANGA","PALIGUI","Dengue","4","18"
"3","PAMPANGA","PANSINAO","Dengue","3","18"
"3","PAMPANGA","BALITI","Dengue","3","18"
"3","PAMPANGA","BULAON","Dengue","17","18"
"3","PAMPANGA","CALULUT","Dengue","3","18"
"3","PAMPANGA","DOLORES","Dengue","3","18"
"3","PAMPANGA","MALPITIC","Dengue","3","18"
"3","PAMPANGA","SAN AGUSTIN","Dengue","3","18"
"3","PAMPANGA","SAN NICOLAS","Dengue","4","18"
"3","PAMPANGA","SAN PEDRO","Dengue","3","18"
"3","PAMPANGA","SAN RAFAEL (DUCK ISLAND)","Dengue","5","18"
"3","PAMPANGA","SANTA INES","Dengue","3","18"
"3","PAMPANGA","SANTA URSULA","Dengue","7","18"
"3","PAMPANGA","LOURDES (LAUC PAU)","Dengue","4","18"
"3","PAMPANGA","SAN MATIAS","Dengue","3","18"
"3","PAMPANGA","SAN ROQUE DAU","Dengue","3","18"
"3","PAMPANGA","SANTA CRUZ","Dengue","3","18"
"3","PAMPANGA","SANTIAGO","Dengue","4","18"
"3","PAMPANGA","DAU","Dengue","7","18"
"3","PAMPANGA","CADUANG TETE","Dengue","3","18"
"3","PAMPANGA","SAN FRANCISO","Dengue","3","18"
"3","PAMPANGA","SAN ILDEFONSO","Dengue","4","18"
"3","PAMPANGA","SANTA CRUZ (POB.)","Dengue","6","18"
"3","PAMPANGA","SANTO NIÑO","Dengue","3","18"
"3","PAMPANGA","STA. CRUZ","Dengue","4","18"
"3","PAMPANGA","STA. LUCIA PAGUIBA","Dengue","4","18"
"3","PAMPANGA","SUA","Dengue","3","18"
"3","PAMPANGA","LAGUNDI","Dengue","3","18"
"3","PAMPANGA","PANDACAQUI","Dengue","4","18"
"3","PAMPANGA","SAN MIGUEL","Dengue","3","18"
"3","PAMPANGA","BABO SACAN","Dengue","5","18"
"3","PAMPANGA","CALZADANG BAYU","Dengue","7","18"
"3","PAMPANGA","CAMIAS","Dengue","4","18"
"3","PAMPANGA","JALUNG","Dengue","3","18"
"3","PAMPANGA","MANIBAUG PASIG","Dengue","5","18"
"3","PAMPANGA","PLANAS","Dengue","3","18"
"3","PAMPANGA","PULONG SANTOL","Dengue","3","18"
"3","PAMPANGA","CONCEPCION","Dengue","3","18"
"3","PAMPANGA","SAN ISIDRO","Dengue","3","18"
"3","PAMPANGA","SAN MIGUEL","Dengue","3","18"
"3","PAMPANGA","SANTA MARIA","Dengue","10","18"
"3","PAMPANGA","DILA-DILA","Dengue","3","18"
"3","TARLAC","SAN NICOLAS (POB.)","Dengue","3","18"
"3","TARLAC","CRISTO REY","Dengue","9","18"
"3","TARLAC","O'DONNELL","Dengue","9","18"
"3","TARLAC","SANTA LUCIA","Dengue","3","18"
"3","TARLAC","BALINGCANAWAY","Dengue","3","18"
"3","TARLAC","MATATALAIB","Dengue","4","18"
"3","TARLAC","SAN JOSE","Dengue","6","18"
"3","TARLAC","SAN MIGUEL","Dengue","3","18"
"3","TARLAC","SAN RAFAEL","Dengue","4","18"
"3","TARLAC","SAPANG TAGALOG","Dengue","3","18"
"3","TARLAC","CULATINGAN","Dengue","6","18"
"3","TARLAC","PANDO","Dengue","7","18"
"3","TARLAC","SAN FRANCISCO","Dengue","3","18"
"3","TARLAC","SANTIAGO","Dengue","3","18"
"3","TARLAC","SANTO NIÑO","Dengue","4","18"
"3","TARLAC","LOMBOY","Dengue","7","18"
"3","TARLAC","SAN JULIAN","Dengue","6","18"
"3","TARLAC","ESTACION","Dengue","7","18"
