"Region","PHI","Barangay","Disease","No. of Cases","MW"
"BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)","BASILAN","MALIGAYA","Hand, Foot, and Mouth Disease","2","15"
"BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)","BASILAN","CABENGBENG LOWER","Hand, Foot, and Mouth Disease","2","15"
"BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)","LANAO DEL SUR","RAPASUN MSU","Hand, Foot, and Mouth Disease","2","15"
"BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)","LANAO DEL SUR","RAYA SADUC","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","ABRA","MATARAGAN","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","BENGUET","LOACAN","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","BENGUET","TALOY SUR","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","CITY OF BAGUIO","GIBRALTAR","Hand, Foot, and Mouth Disease","3","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","IFUGAO","AMDUNTOG","Hand, Foot, and Mouth Disease","3","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","IFUGAO","NUNGAWA","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","IFUGAO","DUIT","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","IFUGAO","POBLACION WEST","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","MOUNTAIN PROVINCE","KALEO","Hand, Foot, and Mouth Disease","4","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","MOUNTAIN PROVINCE","OGO-OG","Hand, Foot, and Mouth Disease","3","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","MOUNTAIN PROVINCE","TONGLAYAN","Hand, Foot, and Mouth Disease","2","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","MOUNTAIN PROVINCE","BANTAY","Hand, Foot, and Mouth Disease","5","15"
"CORDILLERA ADMINISTRATIVE REGION (CAR)","MOUNTAIN PROVINCE","PALITUD","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","CITY OF PUERTO PRINCESA","LUZVIMINDA","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","MARINDUQUE","BUNGANAY","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","MARINDUQUE","CAGANHAO","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","MARINDUQUE","HINAPULAN","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","MARINDUQUE","BICAS-BICAS","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","MARINDUQUE","HINADHARAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","MARINDUQUE","MALIBAGO","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","OCCIDENTAL MINDORO","PAYOMPON","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","OCCIDENTAL MINDORO","TAYAMAAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","OCCIDENTAL MINDORO","MULAWIN","Hand, Foot, and Mouth Disease","4","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BANGKATAN","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BARAS","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BAYANAN","Hand, Foot, and Mouth Disease","4","15"
"MIMAROPA REGION","ORIENTAL MINDORO","CATWIRAN I","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","CATWIRAN II","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","MANGANGAN I","Hand, Foot, and Mouth Disease","4","15"
"MIMAROPA REGION","ORIENTAL MINDORO","MAYABIG","Hand, Foot, and Mouth Disease","6","15"
"MIMAROPA REGION","ORIENTAL MINDORO","POBLACION","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","SANTA ROSA I","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","TABON-TABON","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","HAGUPIT","Hand, Foot, and Mouth Disease","16","15"
"MIMAROPA REGION","ORIENTAL MINDORO","GUINOBATAN","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","LAZARETO","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","PALHI","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","SAPUL","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","ANTIPOLO","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BARCENAGA","Hand, Foot, and Mouth Disease","16","15"
"MIMAROPA REGION","ORIENTAL MINDORO","MAHABANG PARANG","Hand, Foot, and Mouth Disease","9","15"
"MIMAROPA REGION","ORIENTAL MINDORO","PINAGSABANGAN I","Hand, Foot, and Mouth Disease","9","15"
"MIMAROPA REGION","ORIENTAL MINDORO","PIÃAHAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","SANTA MARIA","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","TABINAY","Hand, Foot, and Mouth Disease","7","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BIGAAN","Hand, Foot, and Mouth Disease","4","15"
"MIMAROPA REGION","ORIENTAL MINDORO","CALANGATAN","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","LUMANGBAYAN","Hand, Foot, and Mouth Disease","3","15"
"MIMAROPA REGION","ORIENTAL MINDORO","BAGONG SILANG","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","MABINI","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","ORIENTAL MINDORO","SAN GABRIEL","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","CABIGAAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","SALANG","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","MARANGAS","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","PANGOBILIAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","CATADMAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","DUMARAN","Hand, Foot, and Mouth Disease","2","15"
"MIMAROPA REGION","PALAWAN","BALAGUEN","Hand, Foot, and Mouth Disease","12","15"
