"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","ILOCOS NORTE","PARANGOPONG","Dengue","8","17"
"1","LA UNION","CADAPLI","Dengue","3","17"
"1","LA UNION","GONZALES","Dengue","3","17"
"1","PANGASINAN","PALARIS","Dengue","6","17"
"1","PANGASINAN","BUED","Dengue","3","17"
"1","PANGASINAN","MONA","Dengue","3","17"
"1","PANGASINAN","CAPATAAN","Dengue","3","17"
"1","PANGASINAN","LEET","Dengue","3","17"
"1","PANGASINAN","PATAYAC","Dengue","3","17"
"1","PANGASINAN","SAN ANTONIO","Dengue","3","17"
"1","PANGASINAN","POBLACION WEST","Dengue","3","17"
"1","PANGASINAN","MALIBONG","Dengue","4","17"
"1","PANGASINAN","PIAZ","Dengue","3","17"
"2","BATANES","SAN JOAQUIN","Dengue","3","17"
"2","CAGAYAN","TAYTAY","Dengue","7","17"
"2","CAGAYAN","BUYUN","Dengue","3","17"
"2","CAGAYAN","MISSION","Dengue","3","17"
"2","CITY OF SANTIAGO","ROSARIO","Dengue","4","17"
"2","ISABELA","ANGANCASILIAN","Dengue","7","17"
"2","ISABELA","SAN MATEO","Dengue","4","17"
"2","ISABELA","BUGALLON PROPER (POB.)","Dengue","3","17"
"2","ISABELA","BAGONG SIKAT","Dengue","4","17"
"2","NUEVA VIZCAYA","BARETBET","Dengue","4","17"
"2","NUEVA VIZCAYA","DISTRICT III POB. (DON M. PEREZ)","Dengue","3","17"
"2","NUEVA VIZCAYA","MASOC","Dengue","3","17"
"2","NUEVA VIZCAYA","ROXAS","Dengue","3","17"
"3","ANGELES CITY","AMSIC","Dengue","3","17"
"3","ANGELES CITY","CUTCUT","Dengue","5","17"
"3","ANGELES CITY","PULUNG CACUTUD","Dengue","4","17"
"3","AURORA","PINGIT","Dengue","6","17"
"3","AURORA","BARANGAY 6 (POB.)","Dengue","3","17"
"3","AURORA","DINADIAWAN","Dengue","5","17"
"3","AURORA","BACONG","Dengue","3","17"
"3","BATAAN","BANAWANG","Dengue","5","17"
"3","BATAAN","CUPANG PROPER","Dengue","3","17"
"3","BATAAN","CAMAYA","Dengue","3","17"
"3","BATAAN","IPAG","Dengue","3","17"
"3","BATAAN","NAGBALAYONG","Dengue","3","17"
"3","BATAAN","TUGATOG","Dengue","3","17"
"3","BULACAN","BOROL 1ST","Dengue","5","17"
"3","BULACAN","PANGINAY","Dengue","3","17"
"3","BULACAN","SANTOL","Dengue","5","17"
"3","BULACAN","WAWA (POB.)","Dengue","8","17"
"3","BULACAN","BAGONG NAYON","Dengue","3","17"
"3","BULACAN","CALANTIPAY","Dengue","5","17"
"3","BULACAN","MAKINABANG","Dengue","3","17"
"3","BULACAN","MATANGTUBIG","Dengue","3","17"
"3","BULACAN","POBLACION","Dengue","5","17"
"3","BULACAN","SABANG","Dengue","6","17"
"3","BULACAN","SANTO NIÑO","Dengue","3","17"
"3","BULACAN","TARCAN","Dengue","5","17"
"3","BULACAN","VIRGEN DELAS FLORES","Dengue","4","17"
"3","BULACAN","BAMBANG","Dengue","4","17"
"3","BULACAN","BATIA","Dengue","7","17"
"3","BULACAN","DUHAT","Dengue","4","17"
"3","BULACAN","LOLOMBOY","Dengue","4","17"
"3","BULACAN","TAAL","Dengue","3","17"
"3","BULACAN","TURO","Dengue","8","17"
"3","BULACAN","BAMBANG","Dengue","5","17"
"3","BULACAN","SAN FRANCISCO","Dengue","5","17"
"3","BULACAN","CATACTE","Dengue","6","17"
"3","BULACAN","POBLACION","Dengue","4","17"
"3","BULACAN","PANDUCOT","Dengue","3","17"
"3","BULACAN","BULIHAN","Dengue","3","17"
"3","BULACAN","MATIMBO","Dengue","5","17"
"3","BULACAN","MOJON","Dengue","3","17"
"3","BULACAN","PANASAHAN","Dengue","3","17"
"3","BULACAN","PINAGBAKAHAN","Dengue","5","17"
"3","BULACAN","LAWA","Dengue","5","17"
"3","BULACAN","LIBTONG","Dengue","5","17"
"3","BULACAN","LONGOS","Dengue","3","17"
"3","BULACAN","PEREZ","Dengue","3","17"
"3","BULACAN","TUGATOG","Dengue","3","17"
"3","BULACAN","GAYA-GAYA","Dengue","12","17"
"3","BULACAN","GUMAOC WEST","Dengue","3","17"
"3","BULACAN","MINUYAN PROPER","Dengue","4","17"
