"Region","PHI","Barangay","Disease","No. of Cases","MW"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAMPINIT","Hand, Foot, and Mouth Disease","4","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TALOC","Hand, Foot, and Mouth Disease","3","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","CABAHUG","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TINAMPA-AN","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TABUGON","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","QUEZON","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BARANGAY VI-A","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","PUNTA SALONG","Hand, Foot, and Mouth Disease","3","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAN PABLO","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TORTOSA","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BAGONG SILANG","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","NEGROS ORIENTAL","PANUBIGAN","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CANDURA","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CAITICAN","Hand, Foot, and Mouth Disease","2","20"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CATICUGAN","Hand, Foot, and Mouth Disease","3","20"
"REGION I (ILOCOS REGION)","ILOCOS NORTE","PULANGI","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS NORTE","MANDALOQUE","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS SUR","LINTIC","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS SUR","BARANGAY 5","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS SUR","SAN ISIDRO","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS SUR","PURO","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","ILOCOS SUR","TABLAC","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","LA UNION","SAN MARTIN","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","LA UNION","LINGSAT","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","LA UNION","CADUMANIAN","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","LA UNION","SASABA","Hand, Foot, and Mouth Disease","2","20"
"REGION I (ILOCOS REGION)","LA UNION","TUBADAY","Hand, Foot, and Mouth Disease","4","20"
"REGION I (ILOCOS REGION)","PANGASINAN","CONCORDIA","Hand, Foot, and Mouth Disease","3","20"
"REGION II (CAGAYAN VALLEY)","BATANES","IHUBOK II","Hand, Foot, and Mouth Disease","5","20"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN ANTONIO","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","BATANES","HAÑIB","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","BATANES","KAUMBAKAN","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","BATANES","PANATAYAN","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","BATANES","UVOY","Hand, Foot, and Mouth Disease","3","20"
"REGION II (CAGAYAN VALLEY)","BATANES","SINAKAN","Hand, Foot, and Mouth Disease","3","20"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","DADAO","Hand, Foot, and Mouth Disease","5","20"
"REGION II (CAGAYAN VALLEY)","ISABELA","SINDON BAYABO","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","ISABELA","BUCAL SUR","Hand, Foot, and Mouth Disease","7","20"
"REGION II (CAGAYAN VALLEY)","ISABELA","DIBULO","Hand, Foot, and Mouth Disease","4","20"
"REGION II (CAGAYAN VALLEY)","ISABELA","DIGUMASED","Hand, Foot, and Mouth Disease","8","20"
"REGION II (CAGAYAN VALLEY)","ISABELA","ARELLANO","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","CAMANDAG","Hand, Foot, and Mouth Disease","3","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","LABANG","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","POBLACION","Hand, Foot, and Mouth Disease","3","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","SALINGSINGAN","Hand, Foot, and Mouth Disease","8","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","TUAO NORTH","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","MASOC","Hand, Foot, and Mouth Disease","2","20"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","VILLA FLORES","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","AURORA","COZO","Hand, Foot, and Mouth Disease","3","20"
"REGION III (CENTRAL LUZON)","AURORA","SAN ILDEFONSO","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","AURORA","DIAGYAN","Hand, Foot, and Mouth Disease","4","20"
"REGION III (CENTRAL LUZON)","AURORA","PALTIC","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BATAAN","SAYSAIN","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BATAAN","DAANG PARE","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BULACAN","CATACTE","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BULACAN","BAYUGO","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BULACAN","GAYA-GAYA","Hand, Foot, and Mouth Disease","3","20"
"REGION III (CENTRAL LUZON)","BULACAN","MUZON EAST","Hand, Foot, and Mouth Disease","5","20"
"REGION III (CENTRAL LUZON)","BULACAN","ABANGAN NORTE","Hand, Foot, and Mouth Disease","3","20"
"REGION III (CENTRAL LUZON)","BULACAN","SANTA ROSA II","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BULACAN","SAN MATEO","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","BULACAN","BAGONG SILANG","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","CITY OF ANGELES","CUTCUT","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","SAN AGUSTIN","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","CABUCBUCAN","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","ZAMBALES","INHOBOL","Hand, Foot, and Mouth Disease","2","20"
"REGION III (CENTRAL LUZON)","ZAMBALES","SAN LORENZO","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","BATANGAS","BUHAY NA SAPA","Hand, Foot, and Mouth Disease","3","20"
"REGION IV-A (CALABARZON)","CAVITE","BANCAL","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","CAVITE","MABUHAY","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","CAVITE","MILAGROSA","Hand, Foot, and Mouth Disease","4","20"
"REGION IV-A (CALABARZON)","CAVITE","GAVINO MADERAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","CAVITE","A. DALUSAG","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","CAVITE","KALUBKOB","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","CAVITE","PUTING KAHOY","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","LAGUNA","CANLALAY","Hand, Foot, and Mouth Disease","5","20"
"REGION IV-A (CALABARZON)","LAGUNA","LANGKIWA","Hand, Foot, and Mouth Disease","3","20"
"REGION IV-A (CALABARZON)","LAGUNA","TIMBAO","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","LAGUNA","BANAYBANAY","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","LAGUNA","CHRYSANTHEMUM","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","LAGUNA","LANDAYAN","Hand, Foot, and Mouth Disease","3","20"
"REGION IV-A (CALABARZON)","LAGUNA","LANGGAM","Hand, Foot, and Mouth Disease","4","20"
"REGION IV-A (CALABARZON)","LAGUNA","SAN ANTONIO","Hand, Foot, and Mouth Disease","4","20"
"REGION IV-A (CALABARZON)","LAGUNA","MACABLING","Hand, Foot, and Mouth Disease","4","20"
"REGION IV-A (CALABARZON)","LAGUNA","PULONG SANTA CRUZ","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","QUEZON","NIEVA","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","QUEZON","SAN DIEGO","Hand, Foot, and Mouth Disease","2","20"
"REGION IV-A (CALABARZON)","QUEZON","TIGNOAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","BINUANGAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","BUSAY","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","CABUNBATA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","DIKI","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","MENZI","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","RIVERSIDE","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","SUMAGDANG","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","TABUK","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ISABELA (NOT A PROVINCE)","TIMPUL","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","AYALA","Hand, Foot, and Mouth Disease","4","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","LABUAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","MAMPANG","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","MANICAHAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","MARIKI","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","PATALON","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","PUTIK","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","SANTA BARBARA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","SINUNOC","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","TALON-TALON","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","CITY OF ZAMBOANGA","TETUAN","Hand, Foot, and Mouth Disease","9","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL NORTE","GALAS","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL NORTE","BALUNO","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL NORTE","GABU","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL NORTE","KAUSWAGAN","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL NORTE","POBLACION ALTO","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","IGNACIO GARRATA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","LOWER DIMAYA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","LUCOBAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","GUMPINGAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","POBLACION","Hand, Foot, and Mouth Disease","4","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","BAMBONG DIUT","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","ESPERANZA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","POBLACION","Hand, Foot, and Mouth Disease","4","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA DEL SUR","LIMASON","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","POBLACION","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","DATU PANAS","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","GUITOM","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","POBLACION","Hand, Foot, and Mouth Disease","7","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","BULU-AN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","DON ANDRES","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","GUITUAN","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","SANITO","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","SUCLEMA","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","MALUNGON","Hand, Foot, and Mouth Disease","3","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","POBLACION","Hand, Foot, and Mouth Disease","4","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","KITABOG","Hand, Foot, and Mouth Disease","2","20"
"REGION IX (ZAMBOANGA PENINSULA)","ZAMBOANGA SIBUGAY","POBLACION","Hand, Foot, and Mouth Disease","5","20"
"REGION VI (WESTERN VISAYAS)","AKLAN","SIGCAY","Hand, Foot, and Mouth Disease","2","20"
