"Region","PHI","Barangay","Disease","No. of Cases","MW"
"XII","SARANGANI","MARIBULAN","Severe Acute Respiratory Infection (SARI)","3","20"
"XII","SARANGANI","TUYAN","Severe Acute Respiratory Infection (SARI)","3","20"
"XII","SARANGANI","LUN PADIDU","Severe Acute Respiratory Infection (SARI)","3","20"
"XII","SARANGANI","KINAM","Severe Acute Respiratory Infection (SARI)","3","20"
"XII","SOUTH COTABATO","POBLACION","Severe Acute Respiratory Infection (SARI)","5","20"
