"Region","PHI","Barangay","Disease","No. of Cases","MW"
"2","Cagayan","Nagatutuan","Acute Bloody Diarrhea (ABD)","3","18"
"2","Cagayan","Maguilling","Acute Bloody Diarrhea (ABD)","4","18"
"2","Cagayan","Virginia","Acute Bloody Diarrhea (ABD)","3","18"
"7","Cebu City","Inayawan","Acute Bloody Diarrhea (ABD)","3","18"
"7","Cebu City","Mambaling","Acute Bloody Diarrhea (ABD)","3","18"
"8","Southern Leyte","Esperanza Dos","Acute Bloody Diarrhea (ABD)","3","18"
"9","City Of Isabela","Aguada","Acute Bloody Diarrhea (ABD)","6","18"
"9","City Of Isabela","Carbon","Acute Bloody Diarrhea (ABD)","3","18"
"9","City Of Isabela","Diki","Acute Bloody Diarrhea (ABD)","4","18"
"9","City Of Isabela","Lanote","Acute Bloody Diarrhea (ABD)","5","18"
"9","City Of Isabela","Menzi","Acute Bloody Diarrhea (ABD)","3","18"
"9","City Of Isabela","Panigayan","Acute Bloody Diarrhea (ABD)","5","18"
"9","City Of Isabela","San Rafael","Acute Bloody Diarrhea (ABD)","3","18"
"9","City Of Isabela","Sumagdang","Acute Bloody Diarrhea (ABD)","4","18"
"9","City Of Isabela","Tabuk (Pob.)","Acute Bloody Diarrhea (ABD)","3","18"
"9","City Of Isabela","Tampalan","Acute Bloody Diarrhea (ABD)","11","18"
"9","City Of Isabela","Timpul","Acute Bloody Diarrhea (ABD)","3","18"
"9","Zamboanga Del Sur","Abong-Abong","Acute Bloody Diarrhea (ABD)","6","18"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","8","18"
"10","Bukidnon","Simaya","Acute Bloody Diarrhea (ABD)","4","18"
"10","Bukidnon","Dologon","Acute Bloody Diarrhea (ABD)","4","18"
"10","Bukidnon","Poblacion","Acute Bloody Diarrhea (ABD)","5","18"
"10","Bukidnon","Butong","Acute Bloody Diarrhea (ABD)","3","18"
"11","Davao Occidental","Poblacion","Acute Bloody Diarrhea (ABD)","3","18"
"4A","Cavite","Navarro","Acute Bloody Diarrhea (ABD)","4","18"
"BARMM","Basilan","Port Holland Zone I Pob. (Upper)","Acute Bloody Diarrhea (ABD)","4","18"
"NCR","City Of Valenzuela","Gen. T. De Leon","Acute Bloody Diarrhea (ABD)","3","18"
