"Region","PHI","Barangay","Disease","No. of Cases","MW"
"XI","CITY OF DAVAO","MA-A","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","CITY OF DAVAO","AGDAO","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","CITY OF DAVAO","BUHANGIN (POB.)","Severe Acute Respiratory Infection (SARI)","6","23"
"XI","CITY OF DAVAO","PANACAN","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","CITY OF DAVAO","BARANGAY 19-B (POB.)","Severe Acute Respiratory Infection (SARI)","7","23"
"XI","CITY OF DAVAO","CABANTIAN","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","CITY OF DAVAO","SASA","Severe Acute Respiratory Infection (SARI)","4","23"
"XI","CITY OF DAVAO","BARANGAY 23-C (POB.)","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","CITY OF DAVAO","BUCANA","Severe Acute Respiratory Infection (SARI)","6","23"
"XI","DAVAO DEL NORTE","GREDU (POB.)","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","DAVAO DEL NORTE","A. O. FLOIRENDO","Severe Acute Respiratory Infection (SARI)","4","23"
"XI","DAVAO DEL NORTE","SANTO NIÑO (POB.)","Severe Acute Respiratory Infection (SARI)","3","23"
"XI","DAVAO DEL NORTE","CAGANGOHAN","Severe Acute Respiratory Infection (SARI)","3","23"
