"Region","PHI","Barangay","Disease","No. of Cases","MW"
"2","Nueva Vizcaya","Lantap","Rotavirus","3","18"
"2","Nueva Vizcaya","Vista Alegre","Rotavirus","3","18"
"2","Nueva Vizcaya","Aurora","Rotavirus","3","18"
"2","Nueva Vizcaya","Bagahabag","Rotavirus","3","18"
"3","Aurora","Caragsacan","Rotavirus","3","18"
"3","Pampanga","San Juan","Rotavirus","3","18"
"3","Pampanga","San Pedro","Rotavirus","3","18"
"6","Bacolod City","Banago","Rotavirus","5","18"
"6","Bacolod City","Barangay 16","Rotavirus","5","18"
"6","Bacolod City","Handumanan","Rotavirus","3","18"
"6","Bacolod City","Sum-Ag","Rotavirus","3","18"
"6","Bacolod City","Taculing","Rotavirus","5","18"
"6","Bacolod City","Villamonte","Rotavirus","4","18"
"7","Cebu City","Basak San Nicolas","Rotavirus","3","18"
"7","Cebu City","Guadalupe","Rotavirus","4","18"
"7","Cebu City","Inayawan","Rotavirus","6","18"
"7","Cebu City","Labangon","Rotavirus","3","18"
"7","Cebu City","Mambaling","Rotavirus","3","18"
"8","Biliran","Haguikhikan","Rotavirus","3","18"
"8","Leyte","Inalad","Rotavirus","4","18"
"8","Leyte","Linao","Rotavirus","4","18"
"8","Northern Samar","Kinabranan Zone Ii","Rotavirus","3","18"
"8","Northern Samar","Baybay","Rotavirus","3","18"
"8","Northern Samar","Sabong-Tabok","Rotavirus","3","18"
"8","Samar (Western Samar)","Bagacay","Rotavirus","5","18"
"8","Samar (Western Samar)","Cabugawan","Rotavirus","3","18"
"8","Samar (Western Samar)","Cagmanipis Norte","Rotavirus","5","18"
"8","Samar (Western Samar)","Carmen","Rotavirus","3","18"
"8","Samar (Western Samar)","Dagum","Rotavirus","3","18"
"8","Samar (Western Samar)","Malaga","Rotavirus","4","18"
"8","Samar (Western Samar)","Bunuanan","Rotavirus","3","18"
"8","Samar (Western Samar)","Canlapwas","Rotavirus","4","18"
"8","Samar (Western Samar)","Darahuway Daco","Rotavirus","4","18"
"8","Samar (Western Samar)","Mercedes","Rotavirus","4","18"
"8","Samar (Western Samar)","Poblacion 13","Rotavirus","4","18"
"8","Samar (Western Samar)","Poblacion 9","Rotavirus","3","18"
"8","Samar (Western Samar)","So-Ong","Rotavirus","4","18"
"8","Tacloban City","Barangay 97","Rotavirus","4","18"
"9","Zamboanga City","Kasanyangan","Rotavirus","3","18"
"4A","Laguna","Langgam","Rotavirus","3","18"
"4A","Laguna","San Antonio","Rotavirus","4","18"
"4A","Lucena City","Cotta","Rotavirus","3","18"
"4A","Lucena City","Ibabang Dupay","Rotavirus","3","18"
"4A","Quezon","Wakas","Rotavirus","3","18"
"4A","Quezon","Balaybalay","Rotavirus","3","18"
"4A","Quezon","Cagbalete I","Rotavirus","8","18"
"4A","Quezon","Cagsiay I","Rotavirus","3","18"
"BARMM","Maguindanao","Dalican Poblacion","Rotavirus","5","18"
"BARMM","Maguindanao","Makir","Rotavirus","4","18"
"BARMM","Maguindanao","Taviran","Rotavirus","3","18"
"CAR","Baguio City","Bakakeng Central","Rotavirus","4","18"
