"Region","PHI","Barangay","Disease","No. of Cases","MW"
"2","Cagayan","Maguilling","Acute Bloody Diarrhea (ABD)","5","20"
"2","Nueva Vizcaya","Pudi","Acute Bloody Diarrhea (ABD)","4","20"
"3","Bataan","Balon-Anito","Acute Bloody Diarrhea (ABD)","4","20"
"3","Bataan","Camaya","Acute Bloody Diarrhea (ABD)","3","20"
"3","Bataan","Ipag","Acute Bloody Diarrhea (ABD)","3","20"
"7","Lapu-Lapu City (Opon)","Basak","Acute Bloody Diarrhea (ABD)","4","20"
"8","Northern Samar","Mualbual","Acute Bloody Diarrhea (ABD)","3","20"
"9","City Of Isabela","Aguada","Acute Bloody Diarrhea (ABD)","7","20"
"9","City Of Isabela","Diki","Acute Bloody Diarrhea (ABD)","4","20"
"9","City Of Isabela","Kaumpurnah Zone Iii","Acute Bloody Diarrhea (ABD)","3","20"
"9","City Of Isabela","Lanote","Acute Bloody Diarrhea (ABD)","5","20"
"9","City Of Isabela","Menzi","Acute Bloody Diarrhea (ABD)","3","20"
"9","City Of Isabela","Tabuk (Pob.)","Acute Bloody Diarrhea (ABD)","5","20"
"9","City Of Isabela","Tampalan","Acute Bloody Diarrhea (ABD)","6","20"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","4","20"
"9","Zamboanga Del Sur","Abong-Abong","Acute Bloody Diarrhea (ABD)","4","20"
"9","Zamboanga Del Sur","Culabay","Acute Bloody Diarrhea (ABD)","3","20"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","5","20"
"9","Zamboanga Sibugay","Poblacion (Payao)","Acute Bloody Diarrhea (ABD)","3","20"
"10","Bukidnon","Simaya","Acute Bloody Diarrhea (ABD)","3","20"
"10","Bukidnon","Poblacion","Acute Bloody Diarrhea (ABD)","4","20"
"10","Bukidnon","Butong","Acute Bloody Diarrhea (ABD)","3","20"
"10","Bukidnon","Merangerang","Acute Bloody Diarrhea (ABD)","5","20"
"4A","Batangas","San Miguel","Acute Bloody Diarrhea (ABD)","3","20"
"4B","Palawan","Algeciras","Acute Bloody Diarrhea (ABD)","3","20"
"4B","Palawan","Narra (Pob.)","Acute Bloody Diarrhea (ABD)","3","20"
"BARMM","Basilan","Port Holland Zone Iii Pob. (Samal Village)","Acute Bloody Diarrhea (ABD)","3","20"
"CAR","Benguet","Puguis","Acute Bloody Diarrhea (ABD)","3","20"
"CAR","Mountain Province","Bantay","Acute Bloody Diarrhea (ABD)","5","20"
"CAR","Mountain Province","Poblacion","Acute Bloody Diarrhea (ABD)","7","20"
"NCR","Quezon City","Holy Spirit","Acute Bloody Diarrhea (ABD)","3","20"
"NCR","Quezon City","Payatas","Acute Bloody Diarrhea (ABD)","5","20"
"NIR","Negros Occidental","Gil Montilla","Acute Bloody Diarrhea (ABD)","3","20"
