"Region","PHI","Barangay","Disease","No. of Cases","MW"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MARIKINA","NANGKA","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MARIKINA","TUMANA","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MUNTINLUPA","ALABANG","Hand, Foot, and Mouth Disease","6","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MUNTINLUPA","POBLACION","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MUNTINLUPA","PUTATAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","KALAWAAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","PALATIW","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","ROSARIO","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","SANTOLAN","Hand, Foot, and Mouth Disease","4","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF SAN JUAN","TIBAGAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","BAGUMBAYAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","CENTRAL BICUTAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","EAST REMBO","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","FORT BONIFACIO","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","HAGONOY","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","KATUPARAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","LIGID-TIPAS","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","LOWER BICUTAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","NEW LOWER BICUTAN","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","NORTH DAANG HARI","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","NORTH SIGNAL VILLAGE","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","SAN MIGUEL","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","SANTA ANA","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","TANYAG","Hand, Foot, and Mouth Disease","5","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","WAWA","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF VALENZUELA","GEN. T. DE LEON","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","CITY OF VALENZUELA","UGONG","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 183","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 201","Hand, Foot, and Mouth Disease","6","17"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 66","Hand, Foot, and Mouth Disease","4","17"
"NATIONAL CAPITAL REGION (NCR)","PATEROS","SANTA ANA","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","BAGONG SILANGAN","Hand, Foot, and Mouth Disease","4","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","BATASAN HILLS","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","GULOD","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","PASONG TAMO","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","PAYATAS","Hand, Foot, and Mouth Disease","3","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","PINYAHAN","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","SAN ANTONIO","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","TANDANG SORA","Hand, Foot, and Mouth Disease","2","17"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","TATALON","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","CITY OF BACOLOD","BATA","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","CITY OF BACOLOD","TANGUB","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BUSAY","Hand, Foot, and Mouth Disease","6","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","DULAO","Hand, Foot, and Mouth Disease","7","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAGASA","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TABUNAN","Hand, Foot, and Mouth Disease","4","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TALOC","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BALABAG","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BATUAN","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAN MIGUEL","Hand, Foot, and Mouth Disease","7","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","DOS HERMANAS","Hand, Foot, and Mouth Disease","5","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BARANGAY I-A","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","PUNTA MESA","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAN PABLO","Hand, Foot, and Mouth Disease","4","17"
"NEGROS ISLAND REGION (NIR)","NEGROS ORIENTAL","TAMPOCON II","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","BONTOD","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CANTUGBAS","Hand, Foot, and Mouth Disease","3","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","MINALULAN","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","SAWANG","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CATICUGAN","Hand, Foot, and Mouth Disease","2","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","POLANGYUTA","Hand, Foot, and Mouth Disease","3","17"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","SONGCULAN","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS NORTE","MANALPAC","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","BALALENG","Hand, Foot, and Mouth Disease","3","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","BULAG","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","MALINGEB","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","DARDARAT","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","CALONGBUYAN","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","SAN NICOLAS","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","ILOCOS SUR","PAOA","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","LA UNION","SAN JOAQUIN NORTE","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","LA UNION","SAN NICOLAS EAST","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","LA UNION","GENERAL PRIM WEST","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","LA UNION","SAN VICENTE","Hand, Foot, and Mouth Disease","3","17"
"REGION I (ILOCOS REGION)","LA UNION","CADUMANIAN","Hand, Foot, and Mouth Disease","3","17"
"REGION I (ILOCOS REGION)","LA UNION","SASABA","Hand, Foot, and Mouth Disease","9","17"
"REGION I (ILOCOS REGION)","LA UNION","ANDUYAN","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","PANGASINAN","CONCORDIA","Hand, Foot, and Mouth Disease","3","17"
"REGION I (ILOCOS REGION)","PANGASINAN","BONUAN BINLOC","Hand, Foot, and Mouth Disease","2","17"
"REGION I (ILOCOS REGION)","PANGASINAN","TAMBAC","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","BATANES","IHUBOK I","Hand, Foot, and Mouth Disease","10","17"
"REGION II (CAGAYAN VALLEY)","BATANES","IHUBOK II","Hand, Foot, and Mouth Disease","19","17"
"REGION II (CAGAYAN VALLEY)","BATANES","KAYHUVOKAN","Hand, Foot, and Mouth Disease","15","17"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN ANTONIO","Hand, Foot, and Mouth Disease","27","17"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN JOAQUIN","Hand, Foot, and Mouth Disease","7","17"
"REGION II (CAGAYAN VALLEY)","BATANES","SALAGAO","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN VICENTE","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","BATANES","HAÑIB","Hand, Foot, and Mouth Disease","6","17"
"REGION II (CAGAYAN VALLEY)","BATANES","KAUMBAKAN","Hand, Foot, and Mouth Disease","5","17"
"REGION II (CAGAYAN VALLEY)","BATANES","PANATAYAN","Hand, Foot, and Mouth Disease","3","17"
"REGION II (CAGAYAN VALLEY)","BATANES","UVOY","Hand, Foot, and Mouth Disease","6","17"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","CENTRO WEST","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","MABUTTAL EAST","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","DADAO","Hand, Foot, and Mouth Disease","4","17"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","SAN JOSE","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","MASIPI EAST","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","DISIMURAY","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","AYOD","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","BUCAL SUR","Hand, Foot, and Mouth Disease","9","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","DIGUMASED","Hand, Foot, and Mouth Disease","3","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","SIEMPRE VIVA NORTE","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","SANTOS","Hand, Foot, and Mouth Disease","3","17"
"REGION II (CAGAYAN VALLEY)","ISABELA","ZONE II","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","ABUYO","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","LUBLUB","Hand, Foot, and Mouth Disease","3","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","AMMOWEG","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","CAMANDAG","Hand, Foot, and Mouth Disease","4","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","DULLI","Hand, Foot, and Mouth Disease","6","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","SALINGSINGAN","Hand, Foot, and Mouth Disease","5","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","BAKIR","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","BARAT","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","MAGAPUY","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","MAGSAYSAY","Hand, Foot, and Mouth Disease","3","17"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","VILLA FLORES","Hand, Foot, and Mouth Disease","2","17"
"REGION II (CAGAYAN VALLEY)","QUIRINO","SAN DIONISIO II","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","AURORA","CALANGCUASAN","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","AURORA","COZO","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","AURORA","ESTEVES","Hand, Foot, and Mouth Disease","4","17"
"REGION III (CENTRAL LUZON)","AURORA","SAN ILDEFONSO","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","AURORA","NONONG SENIOR","Hand, Foot, and Mouth Disease","4","17"
"REGION III (CENTRAL LUZON)","BATAAN","PAG-ASA","Hand, Foot, and Mouth Disease","4","17"
"REGION III (CENTRAL LUZON)","BATAAN","CUPANG PROPER","Hand, Foot, and Mouth Disease","3","17"
"REGION III (CENTRAL LUZON)","BATAAN","DAANG PARE","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","BULACAN","BAGUMBAYAN","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","BULACAN","BALUBAD","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","BULACAN","SAN FRANCISCO","Hand, Foot, and Mouth Disease","3","17"
"REGION III (CENTRAL LUZON)","BULACAN","SANTA ANA","Hand, Foot, and Mouth Disease","3","17"
"REGION III (CENTRAL LUZON)","BULACAN","CATACTE","Hand, Foot, and Mouth Disease","3","17"
"REGION III (CENTRAL LUZON)","BULACAN","PRENZA I","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","BULACAN","SALACOT","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","BULACAN","CAY POMBO","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","CITY OF ANGELES","MINING","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","CITY OF ANGELES","TABUN","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","R.A.PADILLA","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","CABUCBUCAN","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","POBLACION SUR","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","PAMPANGA","SAN VICENTE","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","PAMPANGA","SAN PEDRO SAUG","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","TARLAC","SANTA MARIA","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","TARLAC","SULA","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","PALANGINAN","Hand, Foot, and Mouth Disease","5","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","ZONE 4 POB.","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","BALOGANON","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","EAST POBLACION","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","LIPAY","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","MACARANG","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","SALAZA","Hand, Foot, and Mouth Disease","2","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","SAN JUAN","Hand, Foot, and Mouth Disease","4","17"
"REGION III (CENTRAL LUZON)","ZAMBALES","MANGAN-VACA","Hand, Foot, and Mouth Disease","2","17"
"REGION IV-A (CALABARZON)","BATANGAS","BAWI","Hand, Foot, and Mouth Disease","2","17"
"REGION IV-A (CALABARZON)","CAVITE","BARANGAY VI","Hand, Foot, and Mouth Disease","2","17"
"REGION IV-A (CALABARZON)","CAVITE","ANIBAN 1","Hand, Foot, and Mouth Disease","2","17"
"REGION IV-A (CALABARZON)","CAVITE","BANCAL","Hand, Foot, and Mouth Disease","2","17"
"REGION IV-A (CALABARZON)","CAVITE","BARANGAY 1","Hand, Foot, and Mouth Disease","3","17"
"REGION IV-A (CALABARZON)","CAVITE","LANTIC","Hand, Foot, and Mouth Disease","4","17"
