"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","ILOCOS NORTE","PARANGOPONG","Dengue","3","19"
"1","ILOCOS SUR","MANUEVA","Dengue","3","19"
"1","LA UNION","SAN AGUSTIN SUR","Dengue","3","19"
"1","LA UNION","CADAPLI","Dengue","4","19"
"1","LA UNION","PALINTUCANG","Dengue","3","19"
"1","LA UNION","MASICONG","Dengue","3","19"
"1","LA UNION","OLD CENTRAL","Dengue","4","19"
"1","PANGASINAN","CALEPAAN","Dengue","4","19"
"1","PANGASINAN","PALARIS","Dengue","3","19"
"1","PANGASINAN","TOBOY","Dengue","8","19"
"1","PANGASINAN","MONA","Dengue","5","19"
"1","PANGASINAN","PANGAPISAN","Dengue","3","19"
"1","PANGASINAN","SAN PEDRO EAST","Dengue","3","19"
"1","PANGASINAN","SAN JUAN","Dengue","7","19"
"1","PANGASINAN","LEET","Dengue","3","19"
"1","PANGASINAN","PATAYAC","Dengue","3","19"
"1","PANGASINAN","MALIBONG","Dengue","3","19"
"2","CAGAYAN","TALLANG","Dengue","3","19"
"2","CAGAYAN","TAYTAY","Dengue","10","19"
"2","CAGAYAN","CALAOAGAN DACKEL","Dengue","4","19"
"2","CAGAYAN","CURVA","Dengue","3","19"
"2","CAGAYAN","CABASAN","Dengue","3","19"
"2","CAGAYAN","ARIDAWEN","Dengue","4","19"
"2","CAGAYAN","BUYUN","Dengue","4","19"
"2","CAGAYAN","IRAGA","Dengue","4","19"
"2","CITY OF SANTIAGO","ROSARIO","Dengue","4","19"
"2","ISABELA","ANGANCASILIAN","Dengue","6","19"
"2","ISABELA","BUGALLON PROPER (POB.)","Dengue","3","19"
"2","ISABELA","BURGOS","Dengue","3","19"
"2","ISABELA","MALALINTA","Dengue","3","19"
"2","ISABELA","BAGONG SIKAT","Dengue","4","19"
"2","ISABELA","BARANGAY IV (POB.)","Dengue","4","19"
"2","NUEVA VIZCAYA","BARETBET","Dengue","3","19"
"3","ANGELES CITY","SANTO CRISTO","Dengue","3","19"
"3","AURORA","PINGIT","Dengue","4","19"
"3","AURORA","DINADIAWAN","Dengue","3","19"
"3","BATAAN","CUPANG PROPER","Dengue","3","19"
"3","BATAAN","PANTALAN LUMA (POB.)","Dengue","3","19"
"3","BATAAN","GENERAL LIM (KAPUT)","Dengue","5","19"
"3","BULACAN","PULONG YANTOK","Dengue","4","19"
"3","BULACAN","PULONG GUBAT","Dengue","4","19"
"3","BULACAN","SANTOL","Dengue","5","19"
"3","BULACAN","WAWA (POB.)","Dengue","3","19"
"3","BULACAN","BAGONG NAYON","Dengue","4","19"
"3","BULACAN","CALANTIPAY","Dengue","3","19"
"3","BULACAN","CATULINAN","Dengue","3","19"
"3","BULACAN","POBLACION","Dengue","7","19"
"3","BULACAN","SABANG","Dengue","3","19"
"3","BULACAN","SANTA BARBARA","Dengue","5","19"
"3","BULACAN","TARCAN","Dengue","5","19"
"3","BULACAN","BAMBANG","Dengue","8","19"
"3","BULACAN","BATIA","Dengue","5","19"
"3","BULACAN","DUHAT","Dengue","3","19"
"3","BULACAN","BULIHAN","Dengue","4","19"
"3","BULACAN","LONGOS","Dengue","4","19"
"3","BULACAN","MOJON","Dengue","3","19"
"3","BULACAN","PANASAHAN","Dengue","3","19"
"3","BULACAN","TIKAY","Dengue","3","19"
"3","BULACAN","CAMALIG","Dengue","3","19"
"3","BULACAN","GAYA-GAYA","Dengue","11","19"
"3","BULACAN","GRACEVILLE","Dengue","6","19"
"3","BULACAN","GUMAOC WEST","Dengue","3","19"
"3","BULACAN","MINUYAN III","Dengue","3","19"
"3","BULACAN","MINUYAN PROPER","Dengue","4","19"
"3","BULACAN","MUZON","Dengue","17","19"
"3","BULACAN","SAPANG PALAY","Dengue","3","19"
"3","BULACAN","CAMACHILE","Dengue","3","19"
"3","BULACAN","KALAWAKAN","Dengue","3","19"
"3","BULACAN","MALIS","Dengue","4","19"
"3","BULACAN","SANTA CRUZ","Dengue","3","19"
"3","BULACAN","SAN SEBASTIAN","Dengue","4","19"
"3","BULACAN","SANTA MONICA","Dengue","3","19"
"3","BULACAN","LAMBAKIN","Dengue","4","19"
"3","BULACAN","LIAS","Dengue","9","19"
"3","BULACAN","LOMA DE GATO","Dengue","13","19"
"3","BULACAN","PRENZA II","Dengue","4","19"
"3","BULACAN","SANTA ROSA I","Dengue","3","19"
"3","BULACAN","BIGTE","Dengue","5","19"
"3","BULACAN","BITUNGOL","Dengue","5","19"
"3","BULACAN","POBLACION","Dengue","3","19"
"3","BULACAN","BUNSURAN I","Dengue","5","19"
"3","BULACAN","MAPULANG LUPA","Dengue","4","19"
"3","BULACAN","PINAGKUARTELAN","Dengue","3","19"
"3","BULACAN","SAN ROQUE","Dengue","3","19"
"3","BULACAN","SANTO ROSARIO","Dengue","5","19"
"3","BULACAN","SIPAT","Dengue","3","19"
"3","BULACAN","TABANG","Dengue","5","19"
"3","BULACAN","BALATONG B","Dengue","5","19"
"3","BULACAN","SANTO CRISTO","Dengue","3","19"
"3","BULACAN","TAAL","Dengue","3","19"
"3","BULACAN","TIBAG","Dengue","5","19"
"3","BULACAN","PALAPALA","Dengue","8","19"
"3","BULACAN","BANTOG","Dengue","3","19"
"3","BULACAN","BATASAN MATANDA","Dengue","3","19"
"3","BULACAN","BIAK-NA-BATO","Dengue","5","19"
"3","BULACAN","BULIRAN","Dengue","3","19"
"3","BULACAN","CALUMPANG","Dengue","7","19"
"3","BULACAN","PINAMBARAN","Dengue","4","19"
"3","BULACAN","SANTA LUCIA","Dengue","4","19"
"3","BULACAN","SIBUL","Dengue","8","19"
"3","BULACAN","CAINGIN","Dengue","3","19"
"3","BULACAN","CAPIHAN","Dengue","3","19"
"3","BULACAN","SAN ROQUE","Dengue","7","19"
"3","BULACAN","BAGBAGUIN","Dengue","3","19"
"3","BULACAN","CATMON","Dengue","6","19"
"3","BULACAN","CAY POMBO","Dengue","11","19"
"3","BULACAN","GUYONG","Dengue","4","19"
"3","BULACAN","MAG-ASAWANG SAPA","Dengue","5","19"
"3","BULACAN","POBLACION","Dengue","4","19"
"3","BULACAN","PULONG BUHANGIN","Dengue","6","19"
"3","BULACAN","SAN JOSE PATAG","Dengue","3","19"
"3","BULACAN","SAN VICENTE","Dengue","15","19"
"3","BULACAN","SANTA CLARA","Dengue","4","19"
"3","BULACAN","SANTA CRUZ","Dengue","4","19"
"3","BULACAN","TABING BAKOD","Dengue","4","19"
"3","NUEVA ECIJA","SAN ROQUE","Dengue","3","19"
"3","NUEVA ECIJA","MALIMBA","Dengue","3","19"
"3","NUEVA ECIJA","BAGO","Dengue","3","19"
"3","NUEVA ECIJA","NAZARETH","Dengue","5","19"
"3","NUEVA ECIJA","PIAS","Dengue","3","19"
"3","NUEVA ECIJA","CANANTONG","Dengue","5","19"
"3","OLONGAPO CITY","GORDON HEIGHTS","Dengue","3","19"
"3","OLONGAPO CITY","SANTA RITA","Dengue","3","19"
"3","PAMPANGA","PALIGUI","Dengue","3","19"
"3","PAMPANGA","ALASAS","Dengue","3","19"
"3","PAMPANGA","BULAON","Dengue","9","19"
"3","PAMPANGA","CALULUT","Dengue","3","19"
"3","PAMPANGA","DOLORES","Dengue","4","19"
"3","PAMPANGA","SAN AGUSTIN","Dengue","3","19"
"3","PAMPANGA","SAN NICOLAS","Dengue","4","19"
"3","PAMPANGA","SAN PEDRO","Dengue","3","19"
"3","PAMPANGA","SAN RAFAEL (DUCK ISLAND)","Dengue","4","19"
"3","PAMPANGA","SANTA INES","Dengue","4","19"
"3","PAMPANGA","SANTA URSULA","Dengue","6","19"
"3","PAMPANGA","LOURDES (LAUC PAU)","Dengue","3","19"
"3","PAMPANGA","SAN ROQUE DAU","Dengue","3","19"
"3","PAMPANGA","SANTA CRUZ","Dengue","3","19"
"3","PAMPANGA","SANTIAGO","Dengue","7","19"
"3","PAMPANGA","CAMACHILES","Dengue","5","19"
"3","PAMPANGA","DAU","Dengue","5","19"
"3","PAMPANGA","SAN FRANCISO","Dengue","3","19"
"3","PAMPANGA","SAN VICENTE","Dengue","4","19"
"3","PAMPANGA","SANTA CRUZ (POB.)","Dengue","6","19"
"3","PAMPANGA","SAPANG KAWAYAN","Dengue","3","19"
"3","PAMPANGA","STA. LUCIA PAGUIBA","Dengue","4","19"
"3","PAMPANGA","SUA","Dengue","3","19"
"3","PAMPANGA","PANDACAQUI","Dengue","4","19"
"3","PAMPANGA","BABO SACAN","Dengue","3","19"
"3","PAMPANGA","CALZADANG BAYU","Dengue","8","19"
"3","PAMPANGA","JALUNG","Dengue","3","19"
"3","PAMPANGA","PULONG SANTOL","Dengue","6","19"
"3","PAMPANGA","SAN JOSE","Dengue","3","19"
"3","PAMPANGA","CONCEPCION","Dengue","4","19"
"3","PAMPANGA","SAN ISIDRO","Dengue","3","19"
"3","PAMPANGA","SAN MIGUEL","Dengue","3","19"
"3","PAMPANGA","SANTA MARIA","Dengue","6","19"
"3","PAMPANGA","DILA-DILA","Dengue","3","19"
"3","TARLAC","SAN NICOLAS (POB.)","Dengue","3","19"
"3","TARLAC","CRISTO REY","Dengue","6","19"
"3","TARLAC","O'DONNELL","Dengue","7","19"
"3","TARLAC","SANTA LUCIA","Dengue","4","19"
"3","TARLAC","BALINGCANAWAY","Dengue","5","19"
"3","TARLAC","MAPALACSIAO","Dengue","3","19"
"3","TARLAC","MATATALAIB","Dengue","3","19"
"3","TARLAC","SAN JOSE","Dengue","4","19"
"3","TARLAC","CULATINGAN","Dengue","4","19"
