"Region","PHI","Barangay","Disease","No. of Cases","MW"
"2","Cagayan","Maguilling","Acute Bloody Diarrhea (ABD)","5","19"
"2","Cagayan","Virginia","Acute Bloody Diarrhea (ABD)","3","19"
"3","Bataan","Balon-Anito","Acute Bloody Diarrhea (ABD)","3","19"
"3","Bataan","Camaya","Acute Bloody Diarrhea (ABD)","3","19"
"3","Bataan","Ipag","Acute Bloody Diarrhea (ABD)","4","19"
"7","Cebu City","Inayawan","Acute Bloody Diarrhea (ABD)","3","19"
"7","Lapu-Lapu City (Opon)","Basak","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Aguada","Acute Bloody Diarrhea (ABD)","5","19"
"9","City Of Isabela","Carbon","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Diki","Acute Bloody Diarrhea (ABD)","4","19"
"9","City Of Isabela","Lanote","Acute Bloody Diarrhea (ABD)","5","19"
"9","City Of Isabela","Menzi","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Panigayan","Acute Bloody Diarrhea (ABD)","4","19"
"9","City Of Isabela","San Rafael","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Sumagdang","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Tabuk (Pob.)","Acute Bloody Diarrhea (ABD)","3","19"
"9","City Of Isabela","Tampalan","Acute Bloody Diarrhea (ABD)","6","19"
"9","Zamboanga Del Norte","Galas","Acute Bloody Diarrhea (ABD)","3","19"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","4","19"
"9","Zamboanga Del Sur","Abong-Abong","Acute Bloody Diarrhea (ABD)","6","19"
"9","Zamboanga Del Sur","Culabay","Acute Bloody Diarrhea (ABD)","3","19"
"9","Zamboanga Del Sur","Poblacion","Acute Bloody Diarrhea (ABD)","6","19"
"9","Zamboanga Sibugay","Poblacion (Payao)","Acute Bloody Diarrhea (ABD)","3","19"
"10","Bukidnon","Simaya","Acute Bloody Diarrhea (ABD)","6","19"
"10","Bukidnon","Poblacion","Acute Bloody Diarrhea (ABD)","5","19"
"10","Bukidnon","Butong","Acute Bloody Diarrhea (ABD)","3","19"
"4A","Batangas","San Miguel","Acute Bloody Diarrhea (ABD)","3","19"
"4B","Palawan","Narra (Pob.)","Acute Bloody Diarrhea (ABD)","3","19"
"BARMM","Basilan","Port Holland Zone I Pob. (Upper)","Acute Bloody Diarrhea (ABD)","3","19"
"CAR","Mountain Province","Bananao","Acute Bloody Diarrhea (ABD)","3","19"
"CAR","Mountain Province","Bunot","Acute Bloody Diarrhea (ABD)","3","19"
