"Region","PHI","Barangay","Disease","No. of Cases","MW"
"MIMAROPA REGION","ORIENTAL MINDORO","BARAS","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","BAYANAN","Hand, Foot, and Mouth Disease","5","16"
"MIMAROPA REGION","ORIENTAL MINDORO","CATWIRAN I","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","CATWIRAN II","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ORIENTAL MINDORO","MANGANGAN I","Hand, Foot, and Mouth Disease","5","16"
"MIMAROPA REGION","ORIENTAL MINDORO","MAYABIG","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ORIENTAL MINDORO","POBLACION","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ORIENTAL MINDORO","HAGUPIT","Hand, Foot, and Mouth Disease","20","16"
"MIMAROPA REGION","ORIENTAL MINDORO","PALHI","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","BARCENAGA","Hand, Foot, and Mouth Disease","12","16"
"MIMAROPA REGION","ORIENTAL MINDORO","MAHABANG PARANG","Hand, Foot, and Mouth Disease","6","16"
"MIMAROPA REGION","ORIENTAL MINDORO","NAG-IBA II","Hand, Foot, and Mouth Disease","7","16"
"MIMAROPA REGION","ORIENTAL MINDORO","PINAGSABANGAN I","Hand, Foot, and Mouth Disease","7","16"
"MIMAROPA REGION","ORIENTAL MINDORO","PIÑAHAN","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","SANTA MARIA","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","BIGAAN","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ORIENTAL MINDORO","LUMANGBAYAN","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ORIENTAL MINDORO","SAN GABRIEL","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","CABIGAAN","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","RABOR","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","SALANG","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","CATADMAN","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","PALAWAN","LUBID","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","DUMARAN","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","PALAWAN","BALAGUEN","Hand, Foot, and Mouth Disease","9","16"
"MIMAROPA REGION","PALAWAN","IGABAS","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","PALAWAN","LOS ANGELES","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","RIZAL","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","PALAWAN","NARRA","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","PALAWAN","ALFONSO XIII","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ROMBLON","BANICE","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","HAMBI-AN","Hand, Foot, and Mouth Disease","9","16"
"MIMAROPA REGION","ROMBLON","MAINIT","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ROMBLON","POBLACION","Hand, Foot, and Mouth Disease","9","16"
"MIMAROPA REGION","ROMBLON","TAN-AG","Hand, Foot, and Mouth Disease","9","16"
"MIMAROPA REGION","ROMBLON","TOCTOC","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","TUNGONAN","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ROMBLON","CAMBAJAO","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ROMBLON","POBLACION","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","AGUTAY","Hand, Foot, and Mouth Disease","4","16"
"MIMAROPA REGION","ROMBLON","SILUM","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","MAYHA","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ROMBLON","PROGRESO ESTE","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ROMBLON","AGBUDIA","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","DOÑA JUANA","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","AZARGA","Hand, Foot, and Mouth Disease","2","16"
"MIMAROPA REGION","ROMBLON","MABULO","Hand, Foot, and Mouth Disease","3","16"
"MIMAROPA REGION","ROMBLON","CONCEPCION NORTE","Hand, Foot, and Mouth Disease","5","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF LAS PIÑAS","PILAR","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MAKATI","SINGKAMAS","Hand, Foot, and Mouth Disease","7","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MANDALUYONG","ADDITION HILLS","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MANDALUYONG","HULO","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MARIKINA","NANGKA","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MARIKINA","TUMANA","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MUNTINLUPA","BAYANAN","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF MUNTINLUPA","PUTATAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","MANGGAHAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","ROSARIO","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF PASIG","SANTOLAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","BAGUMBAYAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","CALZADA","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","CENTRAL BICUTAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","EAST REMBO","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","FORT BONIFACIO","Hand, Foot, and Mouth Disease","6","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","HAGONOY","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","KATUPARAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","LIGID-TIPAS","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","LOWER BICUTAN","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","SAN MIGUEL","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","SANTA ANA","Hand, Foot, and Mouth Disease","5","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF TAGUIG","WAWA","Hand, Foot, and Mouth Disease","4","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF VALENZUELA","GEN. T. DE LEON","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF VALENZUELA","MARULAS","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","CITY OF VALENZUELA","UGONG","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 183","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 201","Hand, Foot, and Mouth Disease","6","16"
"NATIONAL CAPITAL REGION (NCR)","PASAY CITY","BARANGAY 66","Hand, Foot, and Mouth Disease","4","16"
"NATIONAL CAPITAL REGION (NCR)","PATEROS","SANTA ANA","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","BAGONG SILANGAN","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","BAHAY TORO","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","BATASAN HILLS","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","E. RODRIGUEZ","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","GULOD","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","LOYOLA HEIGHTS","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","PASONG TAMO","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","PAYATAS","Hand, Foot, and Mouth Disease","3","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","SAN ANTONIO","Hand, Foot, and Mouth Disease","2","16"
"NATIONAL CAPITAL REGION (NCR)","QUEZON CITY","U.P. CAMPUS","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","CITY OF BACOLOD","BATA","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BUSAY","Hand, Foot, and Mouth Disease","5","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","DULAO","Hand, Foot, and Mouth Disease","4","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAGASA","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TABUNAN","Hand, Foot, and Mouth Disease","4","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","TALOC","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAN MIGUEL","Hand, Foot, and Mouth Disease","6","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","DOS HERMANAS","Hand, Foot, and Mouth Disease","6","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","BARANGAY I-A","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","NEGROS OCCIDENTAL","SAN PABLO","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","NEGROS ORIENTAL","TAMPOCON II","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","BONTOD","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CANTUGBAS","Hand, Foot, and Mouth Disease","3","16"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","SAWANG","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","CATICUGAN","Hand, Foot, and Mouth Disease","2","16"
"NEGROS ISLAND REGION (NIR)","SIQUIJOR","POLANGYUTA","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS NORTE","CATANGRARAN","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS NORTE","MANALPAC","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","BALALENG","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","MALINGEB","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","DARDARAT","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","CALONGBUYAN","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","SAN NICOLAS","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","TABLAC","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","PATAC","Hand, Foot, and Mouth Disease","3","16"
"REGION I (ILOCOS REGION)","ILOCOS SUR","SAN ANTONIO","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","LA UNION","SANTA BARBARA","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","LA UNION","GENERAL PRIM WEST","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","LA UNION","SINAPANGAN NORTE","Hand, Foot, and Mouth Disease","4","16"
"REGION I (ILOCOS REGION)","LA UNION","SAN VICENTE","Hand, Foot, and Mouth Disease","3","16"
"REGION I (ILOCOS REGION)","LA UNION","VILA","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","LA UNION","SASABA","Hand, Foot, and Mouth Disease","4","16"
"REGION I (ILOCOS REGION)","LA UNION","ANDUYAN","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","PANGASINAN","BONUAN BINLOC","Hand, Foot, and Mouth Disease","2","16"
"REGION I (ILOCOS REGION)","PANGASINAN","BONUAN GUESET","Hand, Foot, and Mouth Disease","3","16"
"REGION I (ILOCOS REGION)","PANGASINAN","TAMBAC","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","BATANES","CHANARIAN","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","BATANES","IHUBOK I","Hand, Foot, and Mouth Disease","18","16"
"REGION II (CAGAYAN VALLEY)","BATANES","IHUBOK II","Hand, Foot, and Mouth Disease","25","16"
"REGION II (CAGAYAN VALLEY)","BATANES","KAYHUVOKAN","Hand, Foot, and Mouth Disease","15","16"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN ANTONIO","Hand, Foot, and Mouth Disease","24","16"
"REGION II (CAGAYAN VALLEY)","BATANES","SAN JOAQUIN","Hand, Foot, and Mouth Disease","6","16"
"REGION II (CAGAYAN VALLEY)","BATANES","SALAGAO","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","BATANES","HAÑIB","Hand, Foot, and Mouth Disease","6","16"
"REGION II (CAGAYAN VALLEY)","BATANES","KAUMBAKAN","Hand, Foot, and Mouth Disease","6","16"
"REGION II (CAGAYAN VALLEY)","BATANES","PANATAYAN","Hand, Foot, and Mouth Disease","4","16"
"REGION II (CAGAYAN VALLEY)","BATANES","UVOY","Hand, Foot, and Mouth Disease","9","16"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","CABULUAN EAST","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","CENTRO WEST","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","MABUTTAL EAST","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","CAGAYAN","SAN JOSE","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","DISIMURAY","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","TAGARAN","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","RAGAN SUR","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","SAN ANTONIO","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","AYOD","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","BUCAL SUR","Hand, Foot, and Mouth Disease","9","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","DIGUMASED","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","SAN JOSE NORTE I","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","SIEMPRE VIVA NORTE","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","ARELLANO","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","MINAGBAG","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","SANTOS","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","ZONE I","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","ISABELA","ZONE II","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","LUBLUB","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","DULLI","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","SALINGSINGAN","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","COMON","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","POBLACION","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","CAREB","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","QUIRINO","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","BARAT","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","BONFAL PROPER","Hand, Foot, and Mouth Disease","3","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","BUSILAC","Hand, Foot, and Mouth Disease","5","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","MAGSAYSAY","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","PAITAN","Hand, Foot, and Mouth Disease","2","16"
"REGION II (CAGAYAN VALLEY)","NUEVA VIZCAYA","CASTILLO VILLAGE","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","AURORA","CALANGCUASAN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","AURORA","CALANTAS","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","AURORA","ESTEVES","Hand, Foot, and Mouth Disease","4","16"
"REGION III (CENTRAL LUZON)","AURORA","SAN ILDEFONSO","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","AURORA","NONONG SENIOR","Hand, Foot, and Mouth Disease","4","16"
"REGION III (CENTRAL LUZON)","BATAAN","BAGUMBAYAN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BATAAN","PAG-ASA","Hand, Foot, and Mouth Disease","6","16"
"REGION III (CENTRAL LUZON)","BATAAN","SAYSAIN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BATAAN","CUPANG PROPER","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","BULACAN","BOROL 1ST","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","PANGINAY","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","SAN JUAN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","BAGUMBAYAN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","SAN FRANCISCO","Hand, Foot, and Mouth Disease","4","16"
"REGION III (CENTRAL LUZON)","BULACAN","SANTA ANA","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","BULACAN","SANTA INES","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","CATACTE","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","POBLACION","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","PRENZA I","Hand, Foot, and Mouth Disease","4","16"
"REGION III (CENTRAL LUZON)","BULACAN","SANTO NIÑO","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","BULACAN","CAINGIN","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","BULACAN","CAY POMBO","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","CITY OF ANGELES","TABUN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","R.A.PADILLA","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","PALAGAY","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","CABUCBUCAN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","POBLACION NORTE","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","POBLACION SUR","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","NUEVA ECIJA","ABAR IST","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","PAMPANGA","SAN PEDRO SAUG","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","PAMPANGA","DALAYAP","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","TARLAC","SAN MIGUEL","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","TARLAC","SANTA MARIA","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","TARLAC","SULA","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","PALANGINAN","Hand, Foot, and Mouth Disease","5","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","SAN AGUSTIN","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","ZONE 4 POB.","Hand, Foot, and Mouth Disease","5","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","EAST POBLACION","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","LIPAY","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","MACARANG","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","SALAZA","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","SAN JUAN","Hand, Foot, and Mouth Disease","3","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","TITION","Hand, Foot, and Mouth Disease","2","16"
"REGION III (CENTRAL LUZON)","ZAMBALES","ILWAS","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","BATANGAS","SABANG","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","BATANGAS","BILOG-BILOG","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","BATANGAS","BAWI","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","CAVITE","BARANGAY VI","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","CAVITE","ANIBAN 1","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","CAVITE","MOLINO III","Hand, Foot, and Mouth Disease","3","16"
"REGION IV-A (CALABARZON)","CAVITE","SAN NICOLAS III","Hand, Foot, and Mouth Disease","2","16"
"REGION IV-A (CALABARZON)","CAVITE","ZAPOTE 1","Hand, Foot, and Mouth Disease","2","16"
