"Region","PHI","Barangay","Disease","No. of Cases","MW"
"BARMM","Tawi-Tawi","Liyubud","Typhoid Fever","50","20"
"CAR","Benguet","Loo","Typhoid Fever","4","20"
"CAR","Ifugao","Abatan","Typhoid Fever","3","20"
"CAR","Ifugao","Hapao","Typhoid Fever","4","20"
"CAR","Ifugao","Impugong","Typhoid Fever","5","20"
"CAR","Ifugao","Tinoc","Typhoid Fever","4","20"
"NIR","Negros Occidental","Bantayan","Typhoid Fever","7","20"
"NIR","Negros Occidental","Tabugon","Typhoid Fever","3","20"
"NIR","Negros Occidental","Tampalon","Typhoid Fever","4","20"
"NIR","Negros Occidental","Balicotoc","Typhoid Fever","5","20"
"NIR","Negros Oriental","Cambagahan","Typhoid Fever","4","20"
"NIR","Negros Oriental","Mandu-Ao","Typhoid Fever","3","20"
"NIR","Negros Oriental","Poblacion","Typhoid Fever","3","20"
