,Region,PHI,Barangay,Disease,No. of Cases,MW
16241,IV-A,CAVITE,BIWAS,Dengue,3,6
16242,IV-A,CAVITE,BUCAL,Dengue,17,6
16243,IV-A,CAVITE,CALIBUYO,Dengue,6,6
16244,IV-A,CAVITE,CAPIPISA,Dengue,5,6
16245,IV-A,CAVITE,DAANG AMAYA I,Dengue,5,6
16246,IV-A,CAVITE,DAANG AMAYA II,Dengue,4,6
16247,IV-A,CAVITE,HALAYHAY,Dengue,4,6
16248,IV-A,CAVITE,JULUGAN I,Dengue,5,6
16249,IV-A,CAVITE,JULUGAN VIII,Dengue,3,6
16250,IV-A,CAVITE,MULAWIN,Dengue,6,6
16251,IV-A,CAVITE,PARADAHAN I,Dengue,10,6
16252,IV-A,CAVITE,PUNTA I,Dengue,9,6
16253,IV-A,CAVITE,SAHUD ULAN,Dengue,17,6
16254,IV-A,CAVITE,SANJA MAYOR,Dengue,12,6
16255,IV-A,CAVITE,SANTOL,Dengue,9,6
16256,IV-A,CAVITE,CABUCO,Dengue,8,6
16257,IV-A,CAVITE,INOCENCIO,Dengue,3,6
16258,IV-A,CAVITE,LAPIDARIO,Dengue,3,6
16259,IV-A,CAVITE,PEREZ,Dengue,8,6
16260,IV-A,CAVITE,SAN AGUSTIN,Dengue,6,6
16261,IV-A,LAGUNA,BRGY.. II,Dengue,4,6
16262,IV-A,LAGUNA,BRGY.. IV,Dengue,3,6
16263,IV-A,LAGUNA,CALO,Dengue,5,6
16264,IV-A,LAGUNA,SAN NICOLAS,Dengue,3,6
16265,IV-A,LAGUNA,BANAYBANAY,Dengue,15,6
16266,IV-A,LAGUNA,BIGAA,Dengue,3,6
16267,IV-A,LAGUNA,BUTONG,Dengue,10,6
16268,IV-A,LAGUNA,GULOD,Dengue,6,6
16269,IV-A,LAGUNA,MAMATID,Dengue,13,6
16270,IV-A,LAGUNA,MARINIG,Dengue,14,6
16271,IV-A,LAGUNA,NIUGAN,Dengue,10,6
16272,IV-A,LAGUNA,PULO,Dengue,9,6
16273,IV-A,LAGUNA,SALA,Dengue,4,6
16274,IV-A,LAGUNA,SAN ISIDRO,Dengue,4,6
16275,IV-A,LAGUNA,KANLURAN,Dengue,3,6
16276,IV-A,LAGUNA,SANTO TOMAS,Dengue,4,6
16277,IV-A,LAGUNA,POBLACION,Dengue,5,6
16278,IV-A,LAGUNA,BIÑAN,Dengue,5,6
16279,IV-A,LAGUNA,CANLALAY,Dengue,7,6
16280,IV-A,LAGUNA,DE LA PAZ,Dengue,6,6
16281,IV-A,LAGUNA,GANADO,Dengue,3,6
16282,IV-A,LAGUNA,LANGKIWA,Dengue,16,6
16283,IV-A,LAGUNA,PLATERO,Dengue,9,6
16284,IV-A,LAGUNA,SAN ANTONIO,Dengue,4,6
16285,IV-A,LAGUNA,SAN FRANCISCO,Dengue,11,6
16286,IV-A,LAGUNA,SAN VICENTE,Dengue,6,6
16287,IV-A,LAGUNA,SANTO NIÑO,Dengue,4,6
16288,IV-A,LAGUNA,SANTO TOMAS,Dengue,12,6
16289,IV-A,LAGUNA,TIMBAO,Dengue,3,6
16290,IV-A,LAGUNA,ZAPOTE,Dengue,6,6
16291,IV-A,LAGUNA,BANLIC,Dengue,7,6
16292,IV-A,LAGUNA,BUCAL,Dengue,6,6
16293,IV-A,LAGUNA,CANLUBANG,Dengue,15,6
16294,IV-A,LAGUNA,KAY-ANLOG,Dengue,5,6
16295,IV-A,LAGUNA,LECHERIA,Dengue,3,6
16296,IV-A,LAGUNA,LOOC,Dengue,3,6
16297,IV-A,LAGUNA,MAJADA LABAS,Dengue,3,6
16298,IV-A,LAGUNA,MAKILING,Dengue,4,6
16299,IV-A,LAGUNA,PALINGON,Dengue,3,6
16300,IV-A,LAGUNA,PARIAN,Dengue,3,6
16301,IV-A,LAGUNA,REAL,Dengue,4,6
16302,IV-A,LAGUNA,SAMPIRUHAN,Dengue,3,6
16303,IV-A,LAGUNA,SAN JOSE,Dengue,3,6
16304,IV-A,LAGUNA,CHRYSANTHEMUM,Dengue,8,6
16305,IV-A,LAGUNA,CUYAB,Dengue,14,6
16306,IV-A,LAGUNA,ESTRELLA,Dengue,3,6
16307,IV-A,LAGUNA,LANDAYAN,Dengue,15,6
16308,IV-A,LAGUNA,LANGGAM,Dengue,7,6
16309,IV-A,LAGUNA,MAGSAYSAY,Dengue,4,6
16310,IV-A,LAGUNA,MAHARLIKA,Dengue,3,6
16311,IV-A,LAGUNA,PACITA 1,Dengue,13,6
16312,IV-A,LAGUNA,PACITA 2,Dengue,3,6
16313,IV-A,LAGUNA,POBLACION,Dengue,6,6
16314,IV-A,LAGUNA,ROSARIO,Dengue,3,6
16315,IV-A,LAGUNA,SAN ANTONIO,Dengue,24,6
16316,IV-A,LAGUNA,SAN LORENZO RUIZ,Dengue,3,6
16317,IV-A,LAGUNA,SAN VICENTE,Dengue,15,6
16318,IV-A,LAGUNA,UNITED BETTER LIVING,Dengue,3,6
16319,IV-A,LAGUNA,BALIBAGO,Dengue,6,6
16320,IV-A,LAGUNA,CAINGIN,Dengue,19,6
16321,IV-A,LAGUNA,DILA,Dengue,15,6
16322,IV-A,LAGUNA,DITA,Dengue,18,6
16323,IV-A,LAGUNA,DON JOSE,Dengue,8,6
16324,IV-A,LAGUNA,KANLURAN,Dengue,4,6
16325,IV-A,LAGUNA,LABAS,Dengue,5,6
16326,IV-A,LAGUNA,MACABLING,Dengue,7,6
16327,IV-A,LAGUNA,MALITLIT,Dengue,3,6
16328,IV-A,LAGUNA,MALUSAK,Dengue,9,6
16329,IV-A,LAGUNA,MARKET AREA,Dengue,5,6
16330,IV-A,LAGUNA,POOK,Dengue,17,6
16331,IV-A,LAGUNA,PULONG SANTA CRUZ,Dengue,7,6
16332,IV-A,LAGUNA,SINALHAN,Dengue,10,6
16333,IV-A,LAGUNA,TAGAPO,Dengue,24,6
16334,IV-A,LAGUNA,ANOS,Dengue,3,6
16335,IV-A,LAGUNA,BAMBANG,Dengue,3,6
16336,IV-A,LAGUNA,BATONG MALAKE,Dengue,4,6
16337,IV-A,LAGUNA,MAAHAS,Dengue,3,6
16338,IV-A,LAGUNA,PUTHO TUNTUNGIN,Dengue,4,6
16339,IV-A,LAGUNA,SAN ANTONIO,Dengue,8,6
16340,IV-A,LAGUNA,MAYTALANG I,Dengue,4,6
16341,IV-A,LAGUNA,SALASAD,Dengue,3,6
16342,IV-A,LAGUNA,POBLACION II,Dengue,4,6
16343,IV-A,LAGUNA,QUINALE,Dengue,4,6
16344,IV-A,LAGUNA,BALIAN,Dengue,6,6
16345,IV-A,LAGUNA,DAMBO,Dengue,4,6
16346,IV-A,LAGUNA,SULIB,Dengue,5,6
16347,IV-A,LAGUNA,SAN ANTONIO 1,Dengue,6,6
16348,IV-A,LAGUNA,SAN ANTONIO 2,Dengue,3,6
16349,IV-A,LAGUNA,SAN FRANCISCO,Dengue,4,6
16350,IV-A,LAGUNA,SAN LUCAS 1,Dengue,3,6
16351,IV-A,LAGUNA,SANTO CRISTO,Dengue,3,6
16352,IV-A,LAGUNA,PATIMBAO,Dengue,3,6
16353,IV-A,LAGUNA,WAWA,Dengue,3,6
16354,IV-A,LUCENA CITY,BRGY.. 1,Dengue,3,6
16355,IV-A,LUCENA CITY,GULANG-GULANG,Dengue,6,6
16356,IV-A,LUCENA CITY,IBABANG IYAM,Dengue,5,6
16357,IV-A,LUCENA CITY,ILAYANG IYAM,Dengue,3,6
16358,IV-A,LUCENA CITY,MAYAO CROSSING,Dengue,4,6
16359,IV-A,LUCENA CITY,MAYAO KANLURAN,Dengue,5,6
16360,IV-A,QUEZON,BRGY.. ZONE 1,Dengue,3,6
16361,IV-A,QUEZON,MALABANBAN NORTE,Dengue,5,6
16362,IV-A,QUEZON,MALABANBAN SUR,Dengue,7,6
16363,IV-A,QUEZON,MASALUKOT I,Dengue,5,6
16364,IV-A,QUEZON,MASIN NORTE,Dengue,8,6
16365,IV-A,QUEZON,MASIN SUR,Dengue,8,6
16366,IV-A,QUEZON,PAHINGA NORTE,Dengue,11,6
16367,IV-A,QUEZON,POBLACION,Dengue,4,6
16368,IV-A,QUEZON,SANTA CATALINA NORTE,Dengue,5,6
16369,IV-A,QUEZON,CAMAYSA,Dengue,7,6
16370,IV-A,QUEZON,MATEUNA,Dengue,4,6
16371,IV-A,QUEZON,BAAO,Dengue,4,6
16372,IV-A,QUEZON,BAGONG BAYAN,Dengue,8,6
16373,IV-A,QUEZON,CAGSIAY I,Dengue,4,6
16374,IV-A,QUEZON,DAUNGAN,Dengue,7,6
16375,IV-A,QUEZON,LUAL,Dengue,3,6
16376,IV-A,QUEZON,LUAL RURAL,Dengue,4,6
16377,IV-A,QUEZON,POLO,Dengue,7,6
16378,IV-A,QUEZON,SADSARAN,Dengue,3,6
16379,IV-A,QUEZON,SAN LORENZO,Dengue,4,6
16380,IV-A,QUEZON,SANTOL,Dengue,3,6
16381,IV-A,QUEZON,CONCEPCION BANAHAW,Dengue,3,6
16382,IV-A,QUEZON,CONCEPCION PALASAN,Dengue,4,6
16383,IV-A,QUEZON,GIBANGA,Dengue,4,6
16384,IV-A,QUEZON,LUTUCAN 1,Dengue,4,6
16385,IV-A,QUEZON,LUTUCAN MALABAG,Dengue,3,6
16386,IV-A,QUEZON,MAMALA II,Dengue,3,6
16387,IV-A,QUEZON,MANGGALANG TULO-TULO,Dengue,3,6
16388,IV-A,QUEZON,MANGGALANG-BANTILAN,Dengue,4,6
16389,IV-A,QUEZON,MONTECILLO,Dengue,3,6
16390,IV-A,QUEZON,SAMPALOC 2,Dengue,4,6
16391,IV-A,QUEZON,SAMPALOC SANTO CRISTO,Dengue,4,6
16392,IV-A,QUEZON,TALAAN APLAYA,Dengue,3,6
16393,IV-A,QUEZON,LALIG,Dengue,3,6
16394,IV-A,QUEZON,LUSACAN,Dengue,5,6
16395,IV-A,QUEZON,PAIISA,Dengue,9,6
16396,IV-A,QUEZON,SAN FRANCISCO,Dengue,4,6
16397,IV-A,QUEZON,SAN JOSE,Dengue,3,6
16398,IV-A,RIZAL,BAGUMBAYAN,Dengue,4,6
16399,IV-A,RIZAL,KALAYAAN,Dengue,43,6
16400,IV-A,RIZAL,MAHABANG PARANG,Dengue,10,6
16401,IV-A,RIZAL,POBLACION IBABA,Dengue,5,6
16402,IV-A,RIZAL,SAN ISIDRO,Dengue,41,6
16403,IV-A,RIZAL,SAN PEDRO,Dengue,4,6
16404,IV-A,RIZAL,SAN ROQUE,Dengue,15,6
16405,IV-A,RIZAL,SAN VICENTE,Dengue,10,6
16406,IV-A,RIZAL,SANTO NIÑO,Dengue,4,6
16407,IV-A,RIZAL,PINUGAY,Dengue,18,6
16408,IV-A,RIZAL,SAN SALVADOR,Dengue,4,6
16409,IV-A,RIZAL,BATINGAN,Dengue,17,6
16410,IV-A,RIZAL,BILIBIRAN,Dengue,18,6
16411,IV-A,RIZAL,CALUMPANG,Dengue,14,6
16412,IV-A,RIZAL,JANOSA,Dengue,4,6
16413,IV-A,RIZAL,KALAWAAN,Dengue,17,6
16414,IV-A,RIZAL,KAYTOME,Dengue,7,6
16415,IV-A,RIZAL,LAYUNAN,Dengue,5,6
16416,IV-A,RIZAL,LIBIS,Dengue,6,6
16417,IV-A,RIZAL,LUNSAD,Dengue,5,6
16418,IV-A,RIZAL,MACAMOT,Dengue,9,6
16419,IV-A,RIZAL,MAHABANG PARANG,Dengue,11,6
16420,IV-A,RIZAL,MAMBOG,Dengue,4,6
16421,IV-A,RIZAL,PAG-ASA,Dengue,14,6
16422,IV-A,RIZAL,PALANGOY,Dengue,14,6
16423,IV-A,RIZAL,PANTOK,Dengue,13,6
16424,IV-A,RIZAL,PILA PILA,Dengue,5,6
16425,IV-A,RIZAL,SAN CARLOS,Dengue,11,6
16426,IV-A,RIZAL,TAGPOS,Dengue,13,6
16427,IV-A,RIZAL,TATALA,Dengue,17,6
16428,IV-A,RIZAL,TAYUMAN,Dengue,17,6
16429,IV-A,RIZAL,SAN ANDRES,Dengue,35,6
16430,IV-A,RIZAL,SAN ISIDRO,Dengue,43,6
16431,IV-A,RIZAL,SAN JUAN,Dengue,34,6
16432,IV-A,RIZAL,SAN ROQUE,Dengue,3,6
16433,IV-A,RIZAL,SANTO DOMINGO,Dengue,38,6
16434,IV-A,RIZAL,CALAHAN,Dengue,11,6
16435,IV-A,RIZAL,LOOC,Dengue,3,6
16436,IV-A,RIZAL,SUBAY,Dengue,3,6
16437,IV-A,RIZAL,BAGONG NAYON,Dengue,24,6
16438,IV-A,RIZAL,CUPANG,Dengue,29,6
16439,IV-A,RIZAL,DALIG,Dengue,25,6
16440,IV-A,RIZAL,DELA PAZ,Dengue,28,6
16441,IV-A,RIZAL,INARAWAN,Dengue,14,6
16442,IV-A,RIZAL,MAMBUGAN,Dengue,29,6
16443,IV-A,RIZAL,MAYAMOT,Dengue,43,6
16444,IV-A,RIZAL,MUNTINGDILAW,Dengue,3,6
16445,IV-A,RIZAL,SAN ISIDRO,Dengue,48,6
16446,IV-A,RIZAL,SAN JOSE,Dengue,36,6
16447,IV-A,RIZAL,SAN JUAN,Dengue,8,6
16448,IV-A,RIZAL,SAN LUIS,Dengue,30,6
16449,IV-A,RIZAL,SAN ROQUE,Dengue,22,6
16450,IV-A,RIZAL,SANTA CRUZ,Dengue,26,6
16451,IV-A,RIZAL,MAYBANCAL,Dengue,4,6
16452,IV-A,RIZAL,SAN GUILLERMO,Dengue,6,6
16453,IV-A,RIZAL,SAN JUAN,Dengue,7,6
16454,IV-A,RIZAL,BAGUMBAYAN,Dengue,11,6
16455,IV-A,RIZAL,HALAYHAYIN,Dengue,3,6
16456,IV-A,RIZAL,IMATONG,Dengue,4,6
16457,IV-A,RIZAL,NIOGAN,Dengue,7,6
16458,IV-A,RIZAL,QUISAO,Dengue,4,6
16459,IV-A,RIZAL,BURGOS,Dengue,8,6
16460,IV-A,RIZAL,SAN ISIDRO,Dengue,17,6
16461,IV-A,RIZAL,SAN JOSE,Dengue,25,6
16462,IV-A,RIZAL,SAN RAFAEL,Dengue,6,6
16463,IV-A,RIZAL,AMPID I,Dengue,12,6
16464,IV-A,RIZAL,BANABA,Dengue,9,6
16465,IV-A,RIZAL,GUITNANG BAYAN I,Dengue,19,6
16466,IV-A,RIZAL,GUITNANG BAYAN II,Dengue,9,6
16467,IV-A,RIZAL,GULOD MALAYA,Dengue,4,6
16468,IV-A,RIZAL,MALANDAY,Dengue,4,6
16469,IV-A,RIZAL,MALY,Dengue,4,6
16470,IV-A,RIZAL,SANTO NIÑO,Dengue,5,6
16471,IV-A,RIZAL,KATIPUNAN-BAYAN,Dengue,3,6
16472,IV-A,RIZAL,KAYBUTO,Dengue,7,6
16473,IV-A,RIZAL,PLAZA ALDEA,Dengue,26,6
16474,IV-A,RIZAL,TABING ILOG,Dengue,4,6
16475,IV-A,RIZAL,TANDANG KUTYO,Dengue,7,6
16476,IV-A,RIZAL,WAWA,Dengue,6,6
16477,IV-A,RIZAL,DOLORES,Dengue,20,6
16478,IV-A,RIZAL,MUZON,Dengue,16,6
16479,IV-A,RIZAL,SAN ISIDRO,Dengue,13,6
16480,IV-A,RIZAL,SAN JUAN,Dengue,33,6
16481,IV-A,RIZAL,SANTA ANA,Dengue,22,6
16482,IV-A,RIZAL,BAGUMBAYAN,Dengue,11,6
16483,IV-A,RIZAL,DALIG,Dengue,7,6
16484,IV-A,RIZAL,DULUMBAYAN,Dengue,3,6
16485,IV-A,RIZAL,MAY-IBA,Dengue,4,6
16486,IV-A,RIZAL,PRINZA,Dengue,5,6
16487,IV-A,RIZAL,SAN GABRIEL,Dengue,4,6
16488,IV-A,RIZAL,SAN ROQUE,Dengue,6,6
16489,IV-B,MARINDUQUE,MASIGA,Dengue,5,6
16490,IV-B,MARINDUQUE,BUYABOD,Dengue,3,6
16491,IV-B,OCCIDENTAL MINDORO,BALAO,Dengue,8,6
16492,IV-B,OCCIDENTAL MINDORO,LUMANGBAYAN,Dengue,7,6
16493,IV-B,OCCIDENTAL MINDORO,POBLACION,Dengue,5,6
16494,IV-B,OCCIDENTAL MINDORO,WAWA,Dengue,3,6
16495,IV-B,OCCIDENTAL MINDORO,IRIRON,Dengue,7,6
16496,IV-B,OCCIDENTAL MINDORO,NEW DAGUPAN,Dengue,10,6
16497,IV-B,OCCIDENTAL MINDORO,TANGAL,Dengue,7,6
16498,IV-B,OCCIDENTAL MINDORO,CAGURAY,Dengue,4,6
16499,IV-B,OCCIDENTAL MINDORO,CALAWAG,Dengue,4,6
16500,IV-B,OCCIDENTAL MINDORO,NICOLAS,Dengue,4,6
16501,IV-B,OCCIDENTAL MINDORO,POBLACION,Dengue,10,6
16502,IV-B,OCCIDENTAL MINDORO,BALANSAY,Dengue,4,6
16503,IV-B,OCCIDENTAL MINDORO,FATIMA,Dengue,3,6
16504,IV-B,OCCIDENTAL MINDORO,PAYOMPON,Dengue,11,6
16505,IV-B,OCCIDENTAL MINDORO,POBLACION 2,Dengue,7,6
16506,IV-B,OCCIDENTAL MINDORO,SAN LUIS,Dengue,6,6
16507,IV-B,OCCIDENTAL MINDORO,TANGKALAN,Dengue,4,6
16508,IV-B,OCCIDENTAL MINDORO,TAYAMAAN,Dengue,7,6
16509,IV-B,OCCIDENTAL MINDORO,HARRISON,Dengue,3,6
16510,IV-B,OCCIDENTAL MINDORO,MARIKIT,Dengue,4,6
16511,IV-B,OCCIDENTAL MINDORO,MALAWAAN,Dengue,3,6
16512,IV-B,OCCIDENTAL MINDORO,BUENAVISTA,Dengue,5,6
16513,IV-B,OCCIDENTAL MINDORO,CLAUDIO SALGADO,Dengue,3,6
16514,IV-B,OCCIDENTAL MINDORO,LAGNAS,Dengue,3,6
16515,IV-B,OCCIDENTAL MINDORO,LIGAYA,Dengue,14,6
16516,IV-B,OCCIDENTAL MINDORO,PAETAN,Dengue,5,6
16517,IV-B,OCCIDENTAL MINDORO,PAG-ASA,Dengue,4,6
16518,IV-B,OCCIDENTAL MINDORO,POBLACION,Dengue,5,6
16519,IV-B,OCCIDENTAL MINDORO,SAN VICENTE,Dengue,4,6
16520,IV-B,OCCIDENTAL MINDORO,SANTA LUCIA,Dengue,9,6
16521,IV-B,OCCIDENTAL MINDORO,SANTO NIÑO,Dengue,4,6
16522,IV-B,OCCIDENTAL MINDORO,BRGY.. 3,Dengue,4,6
16523,IV-B,OCCIDENTAL MINDORO,BATASAN,Dengue,4,6
16524,IV-B,OCCIDENTAL MINDORO,BUBOG,Dengue,4,6
16525,IV-B,OCCIDENTAL MINDORO,LABANGAN POBLACION,Dengue,3,6
16526,IV-B,OCCIDENTAL MINDORO,MURTHA,Dengue,3,6
16527,IV-B,OCCIDENTAL MINDORO,PAG-ASA,Dengue,5,6
16528,IV-B,OCCIDENTAL MINDORO,SAN ROQUE,Dengue,5,6
16529,IV-B,OCCIDENTAL MINDORO,ALACAAK,Dengue,7,6
16530,IV-B,OCCIDENTAL MINDORO,BARAHAN,Dengue,12,6
16531,IV-B,OCCIDENTAL MINDORO,DAYAP,Dengue,3,6
16532,IV-B,OCCIDENTAL MINDORO,LUMANGBAYAN,Dengue,7,6
16533,IV-B,OCCIDENTAL MINDORO,MULAWIN,Dengue,8,6
16534,IV-B,OCCIDENTAL MINDORO,PINAGTURILAN,Dengue,6,6
16535,IV-B,OCCIDENTAL MINDORO,POBLACION I,Dengue,10,6
16536,IV-B,OCCIDENTAL MINDORO,POBLACION II,Dengue,6,6
16537,IV-B,OCCIDENTAL MINDORO,SAN VICENTE,Dengue,7,6
16538,IV-B,ORIENTAL MINDORO,BARUYAN,Dengue,3,6
16539,IV-B,ORIENTAL MINDORO,TAWAGAN,Dengue,3,6
16540,IV-B,ORIENTAL MINDORO,APITONG,Dengue,3,6
16541,IV-B,ORIENTAL MINDORO,CALSAPA,Dengue,3,6
16542,IV-B,ORIENTAL MINDORO,MATUNGAO,Dengue,5,6
16543,IV-B,PALAWAN,BOGTONG,Dengue,4,6
16544,IV-B,PALAWAN,SANTO NIÑO,Dengue,4,6
16545,IV-B,PALAWAN,BANUANG DAAN,Dengue,3,6
16546,IV-B,PALAWAN,BRGY.. I,Dengue,8,6
16547,IV-B,PALAWAN,GUADALUPE,Dengue,6,6
16548,IV-B,PALAWAN,LAJALA,Dengue,3,6
16549,IV-B,PALAWAN,TAGUMPAY,Dengue,10,6
16550,IV-B,PALAWAN,BALALA,Dengue,4,6
16551,IV-B,PALAWAN,OSMEÑA,Dengue,5,6
16552,IV-B,PALAWAN,ARAMAYWAN,Dengue,5,6
16553,IV-B,PALAWAN,NARRA,Dengue,8,6
16554,IV-B,PALAWAN,PRINCESS URDUJA,Dengue,4,6
16555,IV-B,PALAWAN,TABON,Dengue,3,6
16556,IV-B,PALAWAN,PUNTA BAJA,Dengue,9,6
16557,IV-B,PALAWAN,RANSANG,Dengue,3,6
16558,IV-B,PALAWAN,BRGY.. III,Dengue,8,6
16559,IV-B,PALAWAN,BRGY.. IV,Dengue,9,6
16560,IV-B,PALAWAN,CARAMAY,Dengue,3,6
16561,IV-B,PALAWAN,DUMARAO,Dengue,3,6
16562,IV-B,PALAWAN,NEW BARBACAN,Dengue,3,6
16563,IV-B,PALAWAN,ALIMANGUAN,Dengue,5,6
16564,IV-B,PALAWAN,NEW AGUTAYA,Dengue,6,6
16565,IV-B,PALAWAN,POBLACION,Dengue,9,6
16566,IV-B,PALAWAN,PORT BARTON,Dengue,7,6
16567,IV-B,PALAWAN,PANITIAN,Dengue,5,6
16568,IV-B,PALAWAN,ABONGAN,Dengue,4,6
16569,IV-B,PALAWAN,CALAWAG,Dengue,4,6
16570,IV-B,PALAWAN,POBLACION,Dengue,13,6
16571,IV-B,PUERTO PRINCESA CITY,BAGONG SIKAT,Dengue,3,6
16572,IV-B,PUERTO PRINCESA CITY,BANCAO-BANCAO,Dengue,10,6
16573,IV-B,PUERTO PRINCESA CITY,INAGAWAN,Dengue,3,6
16574,IV-B,PUERTO PRINCESA CITY,IRAWAN,Dengue,3,6
16575,IV-B,PUERTO PRINCESA CITY,IWAHIG,Dengue,3,6
16576,IV-B,PUERTO PRINCESA CITY,MANDARAGAT,Dengue,12,6
16577,IV-B,PUERTO PRINCESA CITY,MILAGROSA,Dengue,4,6
16578,IV-B,PUERTO PRINCESA CITY,SAN JOSE,Dengue,12,6
16579,IV-B,PUERTO PRINCESA CITY,SAN MANUEL,Dengue,4,6
16580,IV-B,PUERTO PRINCESA CITY,SAN MIGUEL,Dengue,11,6
16581,IV-B,PUERTO PRINCESA CITY,SAN PEDRO,Dengue,7,6
16582,IV-B,PUERTO PRINCESA CITY,SANTA LOURDES,Dengue,6,6
16583,IV-B,PUERTO PRINCESA CITY,SANTA MONICA,Dengue,8,6
16584,IV-B,PUERTO PRINCESA CITY,SICSICAN,Dengue,12,6
16585,IV-B,PUERTO PRINCESA CITY,TINIGUIBAN,Dengue,6,6
16586,IV-B,ROMBLON,SAMPONG,Dengue,3,6
16587,IV-B,ROMBLON,TUBIGON,Dengue,3,6
16588,BARMM,BASILAN,BATO,Dengue,5,6
16589,BARMM,BASILAN,MAGANDA,Dengue,13,6
16590,BARMM,BASILAN,MALIGAYA,Dengue,4,6
16591,BARMM,BASILAN,SANTA CLARA,Dengue,4,6
16592,BARMM,BASILAN,TOWNSITE,Dengue,6,6
16593,BARMM,COTABATO CITY,ROSARY HEIGHTS IX,Dengue,4,6
16594,BARMM,COTABATO CITY,ROSARY HEIGHTS X,Dengue,3,6
16595,BARMM,LANAO DEL SUR,DADAYAG,Dengue,5,6
16596,BARMM,LANAO DEL SUR,BASAK MALUTLUT,Dengue,3,6
16597,BARMM,LANAO DEL SUR,DIMALUNA,Dengue,4,6
16598,BARMM,LANAO DEL SUR,NAVARRO,Dengue,4,6
16599,BARMM,LANAO DEL SUR,PANGGAO SADUC,Dengue,3,6
16600,BARMM,LANAO DEL SUR,PAPANDAYAN,Dengue,3,6
16601,BARMM,LANAO DEL SUR,MAGANDING,Dengue,3,6
16602,BARMM,LANAO DEL SUR,BATANGAN,Dengue,3,6
16603,BARMM,LANAO DEL SUR,POBLACION,Dengue,5,6
16604,BARMM,MAGUINDANAO DEL NORTE,DALICAN POBLACION,Dengue,4,6
16605,BARMM,MAGUINDANAO DEL NORTE,CROSSING SIMUAY,Dengue,3,6
16606,CAR,APAYAO,ALLIG,Dengue,3,6
16607,CAR,APAYAO,POBLACION,Dengue,4,6
16608,CAR,APAYAO,TUROD,Dengue,4,6
16609,CAR,APAYAO,CABATACAN,Dengue,6,6
16610,CAR,APAYAO,MATAGUISI,Dengue,3,6
16611,CAR,APAYAO,SWAN,Dengue,4,6
16612,CAR,APAYAO,MALEKKEG,Dengue,3,6
16613,CAR,APAYAO,PANAY,Dengue,3,6
16614,CAR,APAYAO,SAN CARLOS,Dengue,3,6
16615,CAR,BAGUIO CITY,BAKAKENG CENTRAL,Dengue,4,6
16616,CAR,BAGUIO CITY,BAKAKENG NORTH,Dengue,5,6
16617,CAR,BAGUIO CITY,DOMINICAN HILL-MIRADOR,Dengue,3,6
16618,CAR,BAGUIO CITY,IRISAN,Dengue,4,6
16619,CAR,BAGUIO CITY,OUTLOOK DRIVE,Dengue,3,6
16620,CAR,BAGUIO CITY,PINGET,Dengue,3,6
16621,CAR,BAGUIO CITY,PINSAO PROPER,Dengue,5,6
16622,CAR,BENGUET,TOPDAC,Dengue,3,6
16623,CAR,BENGUET,DACLAN,Dengue,3,6
16624,CAR,BENGUET,ABATAN,Dengue,3,6
16625,CAR,BENGUET,LOO,Dengue,3,6
16626,CAR,BENGUET,NATUBLENG,Dengue,3,6
16627,CAR,BENGUET,AMPUCAO,Dengue,4,6
16628,CAR,BENGUET,GUSARAN,Dengue,3,6
16629,CAR,BENGUET,GADANG,Dengue,3,6
16630,CAR,BENGUET,SAGPAT,Dengue,3,6
16631,CAR,BENGUET,BALILI,Dengue,3,6
16632,CAR,BENGUET,PICO,Dengue,5,6
16633,CAR,BENGUET,POBLACION,Dengue,7,6
16634,CAR,BENGUET,PUGUIS,Dengue,4,6
16635,CAR,BENGUET,BALILI,Dengue,3,6
16636,CAR,BENGUET,AMBASSADOR,Dengue,3,6
16637,CAR,BENGUET,BA-AYAN,Dengue,3,6
16638,CAR,BENGUET,CAPONGA,Dengue,6,6
16639,CAR,IFUGAO,BATO-ALATBANG,Dengue,3,6
16640,CAR,KALINGA,LACNOG,Dengue,12,6
16641,CARAGA,AGUSAN DEL NORTE,POBLACION,Dengue,4,6
16642,CARAGA,AGUSAN DEL NORTE,CALIBUNAN,Dengue,3,6
16643,CARAGA,AGUSAN DEL NORTE,COMAGASCAS,Dengue,6,6
16644,CARAGA,AGUSAN DEL NORTE,KATUGASAN,Dengue,3,6
16645,CARAGA,AGUSAN DEL NORTE,LA UNION,Dengue,4,6
16646,CARAGA,AGUSAN DEL NORTE,MABINI,Dengue,6,6
16647,CARAGA,AGUSAN DEL NORTE,PUTING BATO,Dengue,5,6
16648,CARAGA,AGUSAN DEL NORTE,TOLOSA,Dengue,5,6
16649,CARAGA,AGUSAN DEL NORTE,BALANGBALANG,Dengue,4,6
16650,CARAGA,AGUSAN DEL SUR,BUNAWAN BROOK,Dengue,5,6
16651,CARAGA,AGUSAN DEL SUR,CONSUELO,Dengue,3,6
16652,CARAGA,AGUSAN DEL SUR,LIBERTAD,Dengue,7,6
16653,CARAGA,AGUSAN DEL SUR,MAMBALILI,Dengue,3,6
16654,CARAGA,AGUSAN DEL SUR,SAN TEODORO,Dengue,7,6
16655,CARAGA,AGUSAN DEL SUR,POBLACION,Dengue,3,6
16656,CARAGA,AGUSAN DEL SUR,JOHNSON,Dengue,3,6
16657,CARAGA,AGUSAN DEL SUR,NUEVA GRACIA,Dengue,7,6
